d1,d2,d3,x,y,z,value,label,label_clean,Model,ROI_model
29,40,35,-4.841025889,-8.115697086,-1.392241448,-4.052,left Granule Cell Level of the Cerebellum_left,left_granule_cell_level_of_the_cerebellum_left,LMod5_AlcStr,left_granule_cell_level_of_the_cerebellum_left_LMod5_AlcStr
71,73,33,2.051282018,-2.705232143,-1.719827652,-3.816,right Substantia Nigra,right_substantia_nigra,LMod5_AlcStr,right_substantia_nigra_LMod5_AlcStr
37,46,64,-3.528205335,-7.131976187,3.357758507,-3.742,left Presubiculum_left,left_presubiculum_left,LMod5_AlcStr,left_presubiculum_left_LMod5_AlcStr
49,170,63,-1.558974504,13.19825572,3.193965405,-3.561,left Glomerular Layer of the Olfactory Bulb_left,left_glomerular_layer_of_the_olfactory_bulb_left,LMod5_AlcStr,left_glomerular_layer_of_the_olfactory_bulb_left_LMod5_AlcStr
95,82,35,5.98974368,-1.229650795,-1.392241448,-3.514,right Lateral Entorhinal Cortex,right_lateral_entorhinal_cortex,LMod5_AlcStr,right_lateral_entorhinal_cortex_LMod5_AlcStr
59,34,63,0.082051188,-9.099417984,3.193965405,-3.404,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left_3,LMod5_AlcStr,left_molecular_layer_of_the_cerebellum_left_3_LMod5_AlcStr
46,86,76,-2.051282212,-0.573836863,5.32327573,-3.387,left Primary Motor Cortex_left,left_primary_motor_cortex_left,LMod5_AlcStr,left_primary_motor_cortex_left_LMod5_AlcStr
100,41,27,6.810256526,-7.951743603,-2.702586263,-3.2,right Granule Cell Level of the Cerebellum,right_granule_cell_level_of_the_cerebellum,LMod5_AlcStr,right_granule_cell_level_of_the_cerebellum_LMod5_AlcStr
80,104,26,3.528205141,2.377325833,-2.866379365,-3.178,right Entorhinal Cortex,right_entorhinal_cortex,LMod5_AlcStr,right_entorhinal_cortex_LMod5_AlcStr
21,69,43,-6.153846443,-3.361046076,-0.081896633,-3.038,left Lateral Entorhinal Cortex_left,left_lateral_entorhinal_cortex_left_2,LMod5_AlcStr,left_lateral_entorhinal_cortex_left_2_LMod5_AlcStr
31,38,56,-4.51282075,-8.443604052,2.047413692,6.147,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left,LMod7_AlcStr,left_molecular_layer_of_the_cerebellum_left_LMod7_AlcStr
77,82,46,3.035897434,-1.229650795,0.409482673,6.042,right Thalamus ,right_thalamus,LMod7_AlcStr,right_thalamus_LMod7_AlcStr
84,47,38,4.184615418,-6.968022704,-0.900862142,5.592,right Granule Cell Level of the Cerebellum,right_granule_cell_level_of_the_cerebellum,LMod7_AlcStr,right_granule_cell_level_of_the_cerebellum_LMod7_AlcStr
50,161,69,-1.394871935,11.72267437,4.176724017,5.273,left Olfactory Bulb_left,left_olfactory_bulb_left,LMod7_AlcStr,left_olfactory_bulb_left_LMod7_AlcStr
54,63,63,-0.738461658,-4.344766974,3.193965405,4.949,left Retrosplenial Granular Cortex Part A_left,left_retrosplenial_granular_cortex_part_a_left,LMod7_AlcStr,left_retrosplenial_granular_cortex_part_a_left_LMod7_AlcStr
41,51,31,-2.871795058,-6.312208772,-2.047413856,4.85,left Middle Cerebellar Peduncle_left ,left_middle_cerebellar_peduncle_left,LMod7_AlcStr,left_middle_cerebellar_peduncle_left_LMod7_AlcStr
56,82,20,-0.41025652,-1.229650795,-3.849137977,4.762,left Hypothalamic Region_left,left_hypothalamic_region_left,LMod7_AlcStr,left_hypothalamic_region_left_LMod7_AlcStr
86,33,64,4.512820557,-9.263371468,3.357758507,4.691,right Molecular Layer of the Cerebellum,right_molecular_layer_of_the_cerebellum,LMod7_AlcStr,right_molecular_layer_of_the_cerebellum_LMod7_AlcStr
48,115,53,-1.723077074,4.180814147,1.556034386,4.364,left Striatum_left,left_striatum_left,LMod7_AlcStr,left_striatum_left_LMod7_AlcStr
59,91,70,0.082051188,0.245930552,4.340517119,4.273,left Retosplenial Dysgranular Cortex_left,left_retosplenial_dysgranular_cortex_left,LMod7_AlcStr,left_retosplenial_dysgranular_cortex_left_LMod7_AlcStr
61,141,54,0.410256326,8.443604708,1.719827488,4.096,right Olfactory Bulb,right_olfactory_bulb,LMod7_AlcStr,right_olfactory_bulb_LMod7_AlcStr
65,20,53,1.066666603,-11.39476675,1.556034386,3.488,right Molecular Layer of the Cerebellum,right_molecular_layer_of_the_cerebellum_2,LMod7_AlcStr,right_molecular_layer_of_the_cerebellum_2_LMod7_AlcStr
45,79,43,-2.215384781,-1.721511245,-0.081896633,3.286,left Thalamus_left ,left_thalamus_left,LMod7_AlcStr,left_thalamus_left_LMod7_AlcStr
84,122,73,4.184615418,5.328488529,4.831896424,2.936,right Orbitofrontal Region,right_orbitofrontal_region,LMod7_AlcStr,right_orbitofrontal_region_LMod7_AlcStr
89,111,40,5.005128264,3.525000215,-0.573275939,2.655,right Agranular Insular Cortex,right_agranular_insular_cortex,LMod7_AlcStr,right_agranular_insular_cortex_LMod7_AlcStr
66,81,54,1.230769172,-1.393604279,1.719827488,-6.451,right Dentate Gyrus,right_dentate_gyrus,LMod7_AlcStr,right_dentate_gyrus_LMod7_AlcStr
89,73,30,5.005128264,-2.705232143,-2.211206958,-6.371,right Lateral Entorhinal Cortex external part,right_lateral_entorhinal_cortex_external_part,LMod7_AlcStr,right_lateral_entorhinal_cortex_external_part_LMod7_AlcStr
39,81,62,-3.200000197,-1.393604279,3.030172303,-6.031,left Cornu Ammonis 3_left,left_cornu_ammonis_3_left,LMod7_AlcStr,left_cornu_ammonis_3_left_LMod7_AlcStr
28,124,50,-5.005128458,5.656395495,1.06465508,-5.9,left Agranular Insular Cortex_left,left_agranular_insular_cortex_left,LMod7_AlcStr,left_agranular_insular_cortex_left_LMod7_AlcStr
41,73,36,-2.871795058,-2.705232143,-1.228448346,-5.452,left Cornu Ammonis 3_left,left_cornu_ammonis_3_left_2,LMod7_AlcStr,left_cornu_ammonis_3_left_2_LMod7_AlcStr
57,55,74,-0.246153951,-5.656394839,4.995689526,-5.083,left Retosplenial Dysgranular Cortex_left,left_retosplenial_dysgranular_cortex_left_2,LMod7_AlcStr,left_retosplenial_dysgranular_cortex_left_2_LMod7_AlcStr
60,99,34,0.246153757,1.557558417,-1.55603455,-4.985,right Hypothalamic Region,right_hypothalamic_region,LMod7_AlcStr,right_hypothalamic_region_LMod7_AlcStr
24,50,51,-5.661538735,-6.476162255,1.228448182,-4.551,left Presubiculum_left,left_presubiculum_left,LMod7_AlcStr,left_presubiculum_left_LMod7_AlcStr
82,46,63,3.85641028,-7.131976187,3.193965405,-4.251,right Retosplenial Dysgranular Cortex,right_retosplenial_dysgranular_cortex,LMod7_AlcStr,right_retosplenial_dysgranular_cortex_LMod7_AlcStr
63,169,60,0.738461465,13.03430223,2.7025861,-3.93,right Glomerular Layer of the Olfactory Bulb,right_glomerular_layer_of_the_olfactory_bulb,LMod7_AlcStr,right_glomerular_layer_of_the_olfactory_bulb_LMod7_AlcStr
84,37,28,4.184615418,-8.607557535,-2.538793162,-3.877,right Molecular Layer of the Cerebellum,right_molecular_layer_of_the_cerebellum_3,LMod7_AlcStr,right_molecular_layer_of_the_cerebellum_3_LMod7_AlcStr
35,38,30,-3.856410474,-8.443604052,-2.211206958,-3.795,left Granule Cell Level of the Cerebellum_left,left_granule_cell_level_of_the_cerebellum_left,LMod7_AlcStr,left_granule_cell_level_of_the_cerebellum_left_LMod7_AlcStr
84,112,55,4.184615418,3.688953698,1.88362059,-3.453,right Striatum,right_striatum,LMod7_AlcStr,right_striatum_LMod7_AlcStr
57,93,79,-0.246153951,0.573837519,5.814655036,-3.452,left Secondary Motor Cortex_left,left_secondary_motor_cortex_left,LMod7_AlcStr,left_secondary_motor_cortex_left_LMod7_AlcStr
89,70,61,5.005128264,-3.197092593,2.866379201,-3.331,right Cornu Ammonis 1,right_cornu_ammonis_1,LMod7_AlcStr,right_cornu_ammonis_1_LMod7_AlcStr
58,130,69,-0.082051381,6.640116394,4.176724017,-3.063,left Primary Cingular Cortex_left,left_primary_cingular_cortex_left,LMod7_AlcStr,left_primary_cingular_cortex_left_LMod7_AlcStr
59,44,36,0.082051188,-7.459883153,-1.228448346,-2.973,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left_2,LMod7_AlcStr,left_molecular_layer_of_the_cerebellum_left_2_LMod7_AlcStr
56,16,64,-0.41025652,-12.05058068,3.357758507,-2.955,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left_3,LMod7_AlcStr,left_molecular_layer_of_the_cerebellum_left_3_LMod7_AlcStr
57,137,44,-0.246153951,7.787790775,0.081896469,-2.898,left Olfactory Bulb_left,left_olfactory_bulb_left_2,LMod7_AlcStr,left_olfactory_bulb_left_2_LMod7_AlcStr
104,91,42,7.466666803,0.245930552,-0.245689735,-2.619,right Dysgranular Insular Cortex,right_dysgranular_insular_cortex,LMod7_AlcStr,right_dysgranular_insular_cortex_LMod7_AlcStr
