RID,Group,Sex,Batch,Stage,PI,PI_entries,Anxiety_index,nose.dip,bodycentre.raw.distance,bodycentre.distance.moving,bodycentre.raw.speed,bodycentre.speed.moving,bodycentre.time.moving,bodycentre.total.time,bodycentre.time.stationary,bodycentre.percentage.moving,bodycentre.center.raw.distance,bodycentre.center.distance.moving,bodycentre.center.raw.speed,bodycentre.center.speed.moving,bodycentre.center.time.moving,bodycentre.center.total.time,bodycentre.center.time.stationary,bodycentre.center.percentage.moving,bodycentre.center.transitions,bodycentre.open.raw.distance,bodycentre.open.distance.moving,bodycentre.open.raw.speed,bodycentre.open.speed.moving,bodycentre.open.time.moving,bodycentre.open.total.time,bodycentre.open.time.stationary,bodycentre.open.percentage.moving,bodycentre.open.transitions,bodycentre.closed.raw.distance,bodycentre.closed.distance.moving,bodycentre.closed.raw.speed,bodycentre.closed.speed.moving,bodycentre.closed.time.moving,bodycentre.closed.total.time,bodycentre.closed.time.stationary,bodycentre.closed.percentage.moving,bodycentre.closed.transitions,bodycentre.closed.top.raw.distance,bodycentre.closed.top.distance.moving,bodycentre.closed.top.raw.speed,bodycentre.closed.top.speed.moving,bodycentre.closed.top.time.moving,bodycentre.closed.top.total.time,bodycentre.closed.top.time.stationary,bodycentre.closed.top.percentage.moving,bodycentre.closed.top.transitions,bodycentre.closed.bottom.raw.distance,bodycentre.closed.bottom.distance.moving,bodycentre.closed.bottom.raw.speed,bodycentre.closed.bottom.speed.moving,bodycentre.closed.bottom.time.moving,bodycentre.closed.bottom.total.time,bodycentre.closed.bottom.time.stationary,bodycentre.closed.bottom.percentage.moving,bodycentre.closed.bottom.transitions,bodycentre.open.left.raw.distance,bodycentre.open.left.distance.moving,bodycentre.open.left.raw.speed,bodycentre.open.left.speed.moving,bodycentre.open.left.time.moving,bodycentre.open.left.total.time,bodycentre.open.left.time.stationary,bodycentre.open.left.percentage.moving,bodycentre.open.left.transitions,bodycentre.open.right.raw.distance,bodycentre.open.right.distance.moving,bodycentre.open.right.raw.speed,bodycentre.open.right.speed.moving,bodycentre.open.right.time.moving,bodycentre.open.right.total.time,bodycentre.open.right.time.stationary,bodycentre.open.right.percentage.moving,bodycentre.open.right.transitions
sub-032,Alc,male,B2,T1,0.8842515303283249,0.6,0.2578742348358376,6,564.8732305648185,153.27386991221732,2.208836928694546,9.270596970497015,16.533333333333335,255.73333333333332,239.2,6.465067778936392,25.02427537716372,0,1.5510914489977512,NA,0,16.133333333333333,16.133333333333333,0,4,121.80335206783356,64.45297947064793,4.3919477909074605,8.951802704256659,7.2,27.733333333333334,20.533333333333335,25.961538461538463,8,418.04560311982124,88.82089044156939,1.9731541997474258,9.516523975882434,9.333333333333334,211.86666666666667,202.53333333333333,4.405286343612335,12,203.6931279758631,76.96057478845047,2.7575784473266665,9.620071848556309,8,73.86666666666666,65.86666666666666,10.830324909747294,12,214.35247514395817,11.86031565311891,1.5532788053910012,8.895236739839183,1.3333333333333333,138,136.66666666666666,0.966183574879227,24,25.54599977757082,0,3.041190449710812,NA,0,8.4,8.4,0,2,96.25735229026274,64.45297947064793,4.978828566737728,8.951802704256659,7.2,19.333333333333332,12.133333333333333,37.24137931034483,6
sub-035,Alc,female,B3,T1,0.6018704074816299,0.5471698113207547,0.42547989059880775,23,917.4615733727792,583.8427436829259,4.708150393633831,13.269153265521044,44,194.86666666666667,150.86666666666667,22.57954156688334,111.42396933491702,62.084781939721346,3.014174102838152,11.288142170858427,5.5,36.96666666666667,31.46666666666667,14.878268710550044,7,356.8198908822927,250.15718057704487,5.986910920843838,14.159840410021406,17.666666666666668,59.6,41.93333333333334,29.6420581655481,24,434.0821610886604,269.49906234034125,4.817782032060604,13.189187390228774,20.433333333333334,90.1,69.66666666666666,22.67850536440992,29,312.15800662437346,225.81376555565743,7.116063980798787,14.292010478206166,15.8,43.86666666666667,28.066666666666666,36.018237082066875,12,121.92415446428697,43.68529678468385,2.6371482580595598,9.428481320435363,4.633333333333334,46.233333333333334,41.6,10.02162941600577,37,61.66302441725672,22.39048502188878,3.140731294597116,10.834105655752635,2.066666666666667,19.633333333333333,17.566666666666666,10.526315789473685,16,295.156866465036,227.76669555515608,7.3850758915355135,14.600429202253595,15.6,39.96666666666667,24.366666666666667,39.0325271059216,8
sub-036,Alc,female,B3,T1,0.9094117647058824,0.48148148148148145,0.3045533769063181,10,801.514928830751,442.6076248446448,2.7515102259895334,11.729884050653132,37.733333333333334,291.3,253.56666666666666,12.953427165579587,71.08528454187955,48.18115632851595,2.1031149272745426,13.636176319391305,3.533333333333333,33.8,30.266666666666666,10.453648915187378,5,116.67065191095928,77.68679255003345,5.050677571902999,14.844610041407664,5.233333333333333,23.1,17.866666666666667,22.655122655122653,14,592.124649654996,299.7821896915572,2.5533620079991204,10.861673539549175,27.6,231.9,204.3,11.901681759379043,13,486.5378327199389,267.12292137417245,2.70549304570865,11.207954742972271,23.833333333333332,179.83333333333334,156,13.253012048192769,13,105.58681693505714,32.65926831738478,2.027915818214926,8.670602208155252,3.7666666666666666,52.06666666666667,48.300000000000004,7.234314980793853,26,46.92998213005258,28.685753280864226,4.455378050321448,14.837458593550462,1.9333333333333333,10.533333333333333,8.6,18.354430379746837,10,69.7406697809067,49.00103926916921,5.5496554202313035,14.848799778536126,3.3,12.566666666666666,9.266666666666666,26.25994694960212,4
sub-037,Alc,female,B3,T1,0.6926793013749535,0.5882352941176471,0.35954270225369966,15,1070.464438128146,566.157365134478,3.6747835157162583,10.880666850758706,52.03333333333333,291.3,239.26666666666668,17.862455658542167,84.99238426589392,43.717398898646984,3.8284857777429693,8.62843399315401,5.066666666666666,22.2,17.133333333333333,22.822822822822822,6,341.309295147162,174.92428484566776,4.127077329469915,12.063743782459845,14.5,82.7,68.2,17.533252720677144,14,644.16275871509,347.51568139016325,3.455808791389968,10.703768420641577,32.46666666666667,186.4,153.93333333333334,17.417739628040056,20,485.9745664359406,294.7775064330688,4.284230676778788,11.10970501632169,26.533333333333335,113.43333333333334,86.9,23.391125477519836,15,158.1881922791495,52.73817495709439,2.167951470248737,8.888456453442874,5.933333333333334,72.96666666666667,67.03333333333333,8.131566925536776,35,32.76943236571371,9.5990307037915,2.096125737678915,7.199273027843625,1.3333333333333333,15.633333333333333,14.299999999999999,8.528784648187633,4,308.5398627814483,165.32525414187626,4.600494971890382,12.556348415838704,13.166666666666666,67.06666666666666,53.9,19.632206759443342,10
sub-038,Alc,female,B3,T1,0.3963213105331226,0.45121951219512196,0.5762295886358777,43,1383.135663977629,948.9333853977432,4.748148520348881,14.834810610699476,63.96666666666667,291.3,227.33333333333334,21.95903421444101,343.16034252997844,263.2294555963449,6.43828034765438,15.54504659033533,16.933333333333334,53.3,36.36666666666666,31.769856160100062,12,551.3580449291119,351.7972792851598,3.9373342889486693,15.077026255078277,23.333333333333332,140.03333333333333,116.7,16.66269935729588,45,405.0046898512382,254.66277881871446,4.405417221006942,12.861756505995679,19.8,91.93333333333334,72.13333333333334,21.537345902828136,37,202.6017606931634,166.08711529071564,10.249667488692921,17.122383019661402,9.7,19.766666666666666,10.066666666666666,49.0725126475548,8,202.4029291580748,88.57566352799883,2.8046595264398357,8.769867676039487,10.1,72.16666666666667,62.06666666666667,13.995381062355658,43,324.6084952968052,166.55143702822832,2.7462647656244097,13.35974093809318,12.466666666666667,118.2,105.73333333333333,10.547095318668923,37,226.74954963230672,185.24584225693147,10.38547555567817,17.047163397877128,10.866666666666667,21.833333333333332,10.966666666666665,49.77099236641222,8
sub-040,Ctrl,female,B3,T1,0.46890135100688246,0.4791666666666667,0.5259659911632254,17,1253.8373604403919,779.8256745630646,4.304282047512502,13.113660446688305,59.46666666666667,291.3,231.83333333333334,20.414235038333906,93.1995152216046,51.472759992236924,3.8941301624625875,9.71184150796923,5.3,23.933333333333334,18.633333333333333,22.14484679665738,10,566.1468505964779,349.23630601889823,4.075931249794657,13.34661042110439,26.166666666666668,138.9,112.73333333333333,18.838492920566356,25,566.0570962351375,362.6631269279814,4.615850200340887,13.754606583867815,26.366666666666667,122.63333333333334,96.26666666666668,21.50040771948899,23,406.5160865089973,295.9377224909689,6.043351137398375,15.022219415785221,19.7,67.26666666666667,47.56666666666666,29.286422200198214,17,159.5410097261401,66.72540443701251,2.8815353954149323,10.008810665551877,6.666666666666667,55.36666666666667,48.7,12.040939193257074,40,104.65716268137423,56.37443262743805,4.524084842134332,12.52765169498623,4.5,23.133333333333333,18.633333333333333,19.452449567723342,17,461.4896879151037,292.86187339146016,3.9863779549245923,13.516701848836624,21.666666666666668,115.76666666666667,94.1,18.715807659084366,8
sub-041,Alc,male,B3,T1,0.48631469710727715,0.56,0.4768426514463614,20,1138.1933363724472,685.5481080339343,3.9072891739527886,12.51000197142216,54.8,291.3,236.5,18.812221077926537,72.79005422904223,24.935187863226325,2.1599422619893835,8.500632226099883,2.933333333333333,33.7,30.76666666666667,8.70425321463897,8,596.2602570876919,375.36442842158607,4.517123159755242,12.553994261591509,29.9,132,102.1,22.65151515151515,22,466.44194872534564,284.6866135129976,3.732530931384468,12.999388744885735,21.9,124.96666666666667,103.06666666666666,17.524673246198986,28,317.9794361852393,233.19410979035516,5.999612003495081,13.798468034932258,16.9,53,36.1,31.886792452830186,10,148.46251254010636,51.492503722642425,2.062934403058449,10.298500744528484,5,71.96666666666667,66.96666666666667,6.947660954145437,38,33.87256837494323,7.560269621238706,1.8714126174001784,7.820968573695213,0.9666666666666667,18.1,17.133333333333336,5.340699815837937,2,562.3876887127486,367.80415880034735,4.937556529523693,12.712125304159471,28.933333333333334,113.9,84.96666666666667,25.4023997658765,20
sub-042,Alc,male,B3,T1,0.6122239927156841,0.4716981132075472,0.4580389470383843,17,1212.9491056665606,716.1941529879682,3.836018676997345,13.68523859212678,52.333333333333336,316.2,263.8666666666667,16.55070630402699,41.44507890226244,5.148485528191063,1.8982478886532412,6.715415906336169,0.7666666666666667,21.833333333333332,21.066666666666666,3.5114503816793894,3,516.9015858579812,332.4905262248461,4.5515255578924085,14.148533030844517,23.5,113.56666666666666,90.06666666666666,20.692691517464045,28,650.4641553887884,378.55514123493094,3.627797854929104,13.487712870603241,28.066666666666666,179.3,151.23333333333335,15.653467187209516,25,501.05786715827685,336.9527138577847,4.481734053294069,13.98144040903671,24.1,111.8,87.69999999999999,21.55635062611807,9,149.40628823051156,41.60242737714627,2.2134264923038747,10.488006901801581,3.966666666666667,67.5,63.53333333333333,5.8765432098765435,34,7.539609884857481,0,1.103357544125485,NA,0,6.833333333333333,6.833333333333333,0,6,509.36197597312366,332.4905262248461,4.772285846094226,14.148533030844517,23.5,106.73333333333333,83.23333333333333,22.017489069331667,22
sub-043,Alc,male,B3,T1,0.7426962337205208,0.5,0.37865188313973963,15,1327.5353681568986,829.3686173455297,4.557278984404046,14.423802040791822,57.5,291.3,233.8,19.739100583590798,19.351365594968904,4.26604395954732,3.055478778152985,7.528312869789388,0.5666666666666667,6.333333333333333,5.766666666666667,8.947368421052632,4,504.7110332216236,368.2821036768514,6.904391699338216,15.89706922346121,23.166666666666668,73.1,49.93333333333332,31.691746466028274,24,800.4036468843913,456.0417506669069,3.793382212722233,13.559219544110215,33.63333333333333,211,177.36666666666667,15.93996840442338,24,566.1208431524547,367.6967885267767,5.337405812248158,14.45727871009607,25.433333333333334,106.06666666666666,80.63333333333333,23.97862979258328,20,234.28280373193658,88.34496214013025,2.2326823735572097,10.773775870747592,8.2,104.93333333333334,96.73333333333333,7.8144853875476485,44,0.539737009978511,0,1.619211029935533,NA,0,0.3333333333333333,0.3333333333333333,0,2,504.1712962116451,368.2821036768514,6.92860232998138,15.89706922346121,23.166666666666668,72.76666666666667,49.599999999999994,31.836921667430147,22
sub-044,Ctrl,male,B3,T1,0.9631591337099812,0.5714285714285714,0.2327061474307237,9,836.9355418610901,397.226638804184,2.8731051900483697,12.049341925303862,32.96666666666667,291.3,258.33333333333337,11.317084334592058,19.939761385523493,2.2788563449561656,2.567351251354956,6.836569034868497,0.3333333333333333,7.766666666666667,7.433333333333334,4.291845493562231,4,28.33930113778821,11.681049292207518,2.7162269461138857,8.985422532467323,1.3,10.433333333333334,9.133333333333333,12.460063897763577,6,787.1070420616144,381.93872042531086,2.885642339221365,12.307370153339772,31.033333333333335,272.76666666666665,241.73333333333332,11.377245508982037,8,688.8733989782386,362.3140097889957,3.6700767127237004,12.772526784570942,28.366666666666667,187.7,159.33333333333331,15.112768602379687,16,98.23364308337581,19.624710636315193,1.1547842055255777,7.359266488618198,2.6666666666666665,85.06666666666666,82.39999999999999,3.1347962382445136,24,28.33930113778821,11.681049292207518,2.7162269461138857,8.985422532467323,1.3,10.433333333333334,9.133333333333333,12.460063897763577,6,0,0,NA,NA,0,0,0,NA,0
sub-047,Alc,male,B3,T1,0.34371833839918947,0.5,0.5781408308004052,23,1203.3126416242785,718.3743167424841,4.13083639417878,11.624179882564468,61.8,291.3,229.5,21.215242018537587,124.90497978375811,88.9008942357838,4.904645803027151,10.710951112745036,8.3,25.466666666666665,17.166666666666664,32.59162303664922,6,651.9262012926613,380.84631275483497,3.7741771591624538,12.077578628588848,31.533333333333335,172.73333333333332,141.2,18.255499807024318,28,402.5088702601511,224.83550305306989,4.449250592411397,11.185845923038302,20.1,90.46666666666667,70.36666666666667,22.218128224023584,28,264.86718564286434,181.5862420366964,7.013252929643363,12.241769126069421,14.833333333333334,37.766666666666666,22.93333333333333,39.27625772285967,10,137.64168461728678,43.24926101637348,2.6117966720547776,8.211885003108888,5.266666666666667,52.7,47.43333333333334,9.993674889310562,38,180.77094913345923,81.8650300601436,3.0195592839664682,10.867039388514637,7.533333333333333,59.86666666666667,52.333333333333336,12.583518930957682,17,471.155252159202,298.98128269469134,4.174441100051997,12.45755344561214,24,112.86666666666666,88.86666666666666,21.264028352037805,11
sub-049,Ctrl,male,B3,T1,0.6978986402966626,0.62,0.3410506798516687,25,1350.3015756608543,826.1861206156277,4.635432803504477,12.543311547808115,65.86666666666666,291.3,225.43333333333334,22.61128275546401,77.48434072075696,38.1225171435695,3.637762475152909,10.996879945260435,3.466666666666667,21.3,17.833333333333336,16.275430359937403,14,536.6326852436544,373.8656945141794,6.587144254218343,13.2733382667756,28.166666666666668,81.46666666666667,53.3,34.57446808510639,19,734.6252637246628,413.89364604734953,3.903428606400971,12.102153393197355,34.2,188.2,154,18.172157279489905,31,519.0064890693134,350.0614171556075,5.073377214753797,12.933303589492887,27.066666666666666,102.3,75.23333333333333,26.45812968393614,9,215.61877465534934,63.83222889174206,2.510113791098363,8.948443302580662,7.133333333333334,85.9,78.76666666666667,8.304229724485836,40,3.4034118731583254,0,3.19069863108593,NA,0,1.0666666666666667,1.0666666666666667,0,2,533.229273370496,373.8656945141794,6.63220489266786,13.2733382667756,28.166666666666668,80.4,52.233333333333334,35.03316749585406,17
