d1,d2,d3,x,y,z,value,label,label_clean,Model,ROI_model
98,57,34,6.48205138742924,-5.32848787307739,-1.55603455007076,2.702,right Medial Entorhinal Cortex,right_medial_entorhinal_cortex,LMod6_Str,right_medial_entorhinal_cortex_LMod6_Str
71,68,33,2.05128201842308,-3.52499955892563,-1.71982765197754,2.646,right Substantia Nigra,right_substantia_nigra,LMod6_Str,right_substantia_nigra_LMod6_Str
79,51,41,3.36410257220268,-6.31220877170563,-0.409482836723328,-7.465,right Molecular Layer of the Cerebellum,right_molecular_layer_of_the_cerebellum_2,LMod6_Str,right_molecular_layer_of_the_cerebellum_2_LMod6_Str
37,70,37,-3.52820533514023,-3.19709259271622,-1.06465524435043,-6.745,left Dentate Gyrus_left,left_dentate_gyrus_left,LMod6_Str,left_dentate_gyrus_left_LMod6_Str
32,131,64,-4.34871818125248,6.80406987667084,3.35775850713253,-6.278,left Orbitofrontal Region_left,left_orbitofrontal_region_left,LMod6_Str,left_orbitofrontal_region_left_LMod6_Str
85,24,62,4.34871798753738,-10.7389528155327,3.03017230331898,-5.87,right Molecular Layer of the Cerebellum,right_molecular_layer_of_the_cerebellum_3,LMod6_Str,right_molecular_layer_of_the_cerebellum_3_LMod6_Str
58,131,50,-0.0820513814687729,6.80406987667084,1.06465508043766,-5.515,left Olfactory Bulb_left,left_olfactory_bulb_left,LMod6_Str,left_olfactory_bulb_left_LMod6_Str
60,17,61,0.246153756976128,-11.8866271972656,2.8663792014122,-5.455,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left_2,LMod6_Str,left_molecular_layer_of_the_cerebellum_left_2_LMod6_Str
20,103,43,-6.31794901192188,2.21337234973907,-0.0818966329097748,-5.304,left Dysgranular Insular Cortex_left,left_dysgranular_insular_cortex_left,LMod6_Str,left_dysgranular_insular_cortex_left_LMod6_Str
65,87,46,1.06666660308838,-0.409883379936218,0.409482672810555,-5.158,right Thalamus ,right_thalamus,LMod6_Str,right_thalamus_LMod6_Str
57,163,67,-0.246153950691223,12.0505813360214,3.84913781285286,-4.929,left Glomerular Layer of the Olfactory Bulb_left,left_glomerular_layer_of_the_olfactory_bulb_left_2,LMod6_Str,left_glomerular_layer_of_the_olfactory_bulb_left_2_LMod6_Str
52,114,79,-1.06666679680347,4.01686066389084,5.81465503573418,-4.705,left Secondary Motor Cortex_left,left_secondary_motor_cortex_left,LMod6_Str,left_secondary_motor_cortex_left_LMod6_Str
39,31,66,-3.20000019669533,-9.59127843379974,3.68534471094608,-4.114,left Molecular Layer of the Cerebellum_left,left_molecular_layer_of_the_cerebellum_left_3,LMod6_Str,left_molecular_layer_of_the_cerebellum_left_3_LMod6_Str
65,82,21,1.06666660308838,-1.22965079545975,-3.68534487485886,-4.039,right Hypothalamic Region,right_hypothalamic_region,LMod6_Str,right_hypothalamic_region_LMod6_Str
46,80,60,-2.05128221213818,-1.55755776166916,2.70258609950542,-3.892,left Dentate Gyrus_left,left_dentate_gyrus_left_2,LMod6_Str,left_dentate_gyrus_left_2_LMod6_Str
83,135,59,4.02051284909248,7.45988380908966,2.53879299759865,-3.881,right Dorso Lateral Orbital Cortex,right_dorso_lateral_orbital_cortex,LMod6_Str,right_dorso_lateral_orbital_cortex_LMod6_Str
70,53,66,1.88717944920063,-5.98430180549622,3.68534471094608,-3.427,right Retosplenial Dysgranular Cortex,right_retosplenial_dysgranular_cortex_2,LMod6_Str,right_retosplenial_dysgranular_cortex_2_LMod6_Str
