d1,d2,d3,x,y,z,value,label
39,67,34,-3.20000019669533,-3.68895304203033,-1.55603455007076,5.51,left Dentate Gyrus_left
57,137,66,-0.246153950691223,7.78779077529907,3.68534471094608,5.132,left Frontal Association Cortex_left
80,69,33,3.52820514142513,-3.36104607582092,-1.71982765197754,4.883,right Dentate Gyrus
17,38,39,-6.81025671958923,-8.4436040520668,-0.73706904053688,4.613,left Granule Cell Level of the Cerebellum_left
23,101,46,-5.82564130425453,1.88546538352966,0.409482672810555,4.244,left Dysgranular Insular Cortex_left
59,83,24,0.0820511877536774,-1.06569731235504,-3.19396556913853,3.862,left Hypothalamic Region_left
57,48,46,-0.246153950691223,-6.80406922101974,0.409482672810555,3.803,left Molecular Layer of the Cerebellum_left
92,40,41,5.49743597209454,-8.11569708585739,-0.409482836723328,3.471,right Granule Cell Level of the Cerebellum
75,75,67,2.70769229531288,-2.37732517719269,3.84913781285286,3.411,right Cornu Ammonis 1
82,22,61,3.85641027987003,-11.0668597817421,2.8663792014122,3.389,right Molecular Layer of the Cerebellum
73,38,70,2.37948715686798,-8.4436040520668,4.34051711857319,-5.176,right Molecular Layer of the Cerebellum
82,113,52,3.85641027987003,3.85290718078613,1.39224128425121,-4.889,right Striatum
60,146,50,0.246153756976128,9.26337212324142,1.06465508043766,-4.591,right Glomerular Layer of the Olfactory Bulb
87,42,29,4.67692312598228,-7.78779011964798,-2.37500005960464,-4.152,right Granule Cell Level of the Cerebellum
34,40,29,-4.02051304280758,-8.11569708585739,-2.37500005960464,-4.096,left Granule Cell Level of the Cerebellum_left
56,89,19,-0.410256519913673,-0.0819764137268066,-4.01293107867241,-4.034,left Hypothalamic Region_left
49,88,65,-1.55897450447083,-0.245929896831512,3.52155160903931,-3.975,left Cornu Ammonis 2_left
101,90,35,6.97435909509659,0.0819770693778992,-1.39224144816399,-3.64,right Posterior Agralunar Insular Cortex
66,61,76,1.23076917231083,-4.67267394065857,5.32327573001385,-3.466,right Retosplenial Dysgranular Cortex
17,78,33,-6.81025671958923,-1.88546472787857,-1.71982765197754,-3.403,left Lateral Entorhinal Cortex_left
