d1,d2,d3,x,y,z,value,label
43,87,58,-2.54358991980553,-0.409883379936218,2.37499989569187,5.599,left Dentate Gyrus_left
88,56,42,4.84102569520473,-5.4924413561821,-0.245689734816551,5.097,right Perirhinal Area 36
35,42,29,-3.85641047358513,-7.78779011964798,-2.37500005960464,5.01,left Granule Cell Level of the Cerebellum_left
45,150,59,-2.21538478136063,9.91918605566025,2.53879299759865,4.727,left Glomerular Layer of the Olfactory Bulb_left
75,86,64,2.70769229531288,-0.573836863040924,3.35775850713253,4.411,right Cornu Ammonis 2
18,73,38,-6.64615415036678,-2.7052321434021,-0.900862142443657,4.201,left Lateral Entorhinal Cortex external part_left
35,127,53,-3.85641047358513,6.14825594425201,1.55603438615799,4.123,left Agranular Insular Cortex_left
64,115,47,0.902564033865929,4.18081414699554,0.573275774717331,3.948,right Striatum
78,24,38,3.20000000298023,-10.7389528155327,-0.900862142443657,3.615,right Molecular Layer of the Cerebellum
52,36,57,-1.06666679680347,-8.77151101827621,2.2112067937851,3.302,left Molecular Layer of the Cerebellum_left
102,91,42,7.13846166431904,0.245930552482605,-0.245689734816551,3.22,right Dysgranular Insular Cortex
66,93,21,1.23076917231083,0.573837518692017,-3.68534487485886,-4.901,right Hypothalamic Region
76,65,34,2.87179486453533,-4.01686000823975,-1.55603455007076,-4.848,right Substantia Nigra
47,17,50,-1.88717964291573,-11.8866271972656,1.06465508043766,-4.687,left Molecular Layer of the Cerebellum_left
72,135,66,2.21538458764553,7.45988380908966,3.68534471094608,-4.61,right Frontal Association Cortex
90,30,62,5.16923083364964,-9.75523191690445,3.03017230331898,-4.567,right Molecular Layer of the Cerebellum
38,97,22,-3.36410276591778,1.22965145111084,-3.52155177295208,-4.491,left Entorhinal Cortex_left
38,50,57,-3.36410276591778,-6.47616225481033,2.2112067937851,-4.41,left Retosplenial Dysgranular Cortex_left
48,169,68,-1.72307707369328,13.0343022346497,4.01293091475964,-4.053,left Glomerular Layer of the Olfactory Bulb_left
73,64,64,2.37948715686798,-4.18081349134445,3.35775850713253,-3.668,right Retrosplenial Granular Cortex Part A
46,96,80,-2.05128221213818,1.06569796800613,5.97844813764095,-3.58,left Primary Motor Cortex_left
31,112,51,-4.51282075047493,3.68895369768143,1.22844818234444,-3.324,left Dysgranular Insular Cortex_left
56,127,38,-0.410256519913673,6.14825594425201,-0.900862142443657,-3.279,left Olfactory Bulb_left
78,109,59,3.20000000298023,3.19709324836731,2.53879299759865,-3.122,right Striatum
41,59,27,-2.87179505825043,-5.00058090686798,-2.7025862634182,-3.034,left Middle Cerebellar Peduncle_left 
