"","l_Insular.Cortex","r_Insular.Cortex","l_Amygdal.Area","r_Amygdal.Area","l_Bed.Nucleus.of.the.Stria.Terminalis","r_Bed.Nucleus.of.the.Stria.Terminalis","l_Hippocampus","r_Hippocampus","l_Orbitofrontal.cortex","r_Orbitofrontal.cortex","l_Entorhinal.Cortex","r_Entorhinal.Cortex","l_Frontal.Association.Cortex","r_Frontal.Association.Cortex","l_Globus.Pallidus","r_Globus.Pallidus","l_Glomerular.Layer.of.the.Accessory.Olfactory.Bulb","r_Glomerular.Layer.of.the.Accessory.Olfactory.Bulb","l_Glomerular.Layer.of.the.Olfactory.Bulb","r_Glomerular.Layer.of.the.Olfactory.Bulb","l_Granule.Cell.Level.of.the.Cerebellum","r_Granule.Cell.Level.of.the.Cerebellum","l_Hypothalamic.Region","r_Hypothalamic.Region","l_Entorhinal.Cortex","r_Entorhinal.Cortex","l_Vermix.Molecular.Layer.of.the.Cerebellum","r_Vermix.Molecular.Layer.of.the.Cerebellum","l_Lateral.Molecular.Layer.of.the.Cerebellum","r_Lateral.Molecular.Layer.of.the.Cerebellum","l_Anterior.Olfactory.Bulb","r_Anterior.Olfactory.Bulb","l_Posterior.Olfactory.Bulb","r_Posterior.Olfactory.Bulb","l_Subiculum","r_Subiculum","l_Perirhinal.Area","r_Perirhinal.Area","l_PreLimbic.System","r_PreLimbic.System","l_Primary.Cingular.Cortex","r_Primary.Cingular.Cortex","l_Primary.Motor.Cortex","r_Primary.Motor.Cortex","l_Retrosplenial.Cortex","r_Retrosplenial.Cortex","l_Secondary.Cingular.Cortex","r_Secondary.Cingular.Cortex","l_Secondary.Motor.Cortex","r_Secondary.Motor.Cortex","l_Striatum","r_Striatum","l_Ventral.Tegmental.Area","r_Ventral.Tegmental.Area","l_Substantia.Nigra","r_Substantia.Nigra","l_Thalamus","r_Thalamus"
"1",1,0.151772384764294,0.15244389753772,0.0251266129919583,0.0573206270006053,-0.0102145844832175,0.0122423634949504,0.0794161840690216,0.0422672625152343,-0.090216370302667,0.1389601141848,0.0419565697525063,0.0362298520705868,-0.00481581180895648,0.0687231970452,-0.128645402608106,0.0221574847662464,0.0443343232781622,0.0564693533418465,0.108872860282876,-0.0635271677104501,-0.0813772189089741,-0.075834506143144,0.162550961253516,0.129617945740684,0.102056394090563,-0.021041051604877,0.103394252448311,-0.113402807261666,-0.0431229147879078,-0.00510028248900194,0.111292199527378,-0.0133249444325179,0.223809761059079,0.0422491524989739,0.174766181393031,-0.337508659912353,0.0295543371840208,-0.00650043146121461,0.0968330871057096,0.234586811519765,-0.0220657650818043,0.108020451303483,-0.0851097958377006,0.02197255994299,0.0978756528926417,0.0741758354905694,0.0345863122769429,-0.097773133917768,0.00056354613904724,0.00136134439247824,0.184295052400404,-0.132112058925666,-0.127684467542026,-0.0228841650622964,-0.0487665058175659,0.0576351098120922,0.069337840869081
"2",0.151772384764294,1,0.0640875606704091,0.13235515215018,0.0518658063177498,0.108194943438647,0.121568579402352,0.170434538261813,0.0127505551342724,0.0747621643783416,0.046229262026849,0.0836626136535756,-0.106946093737864,0.10570597230093,0.0248879244633249,0.0398576399207264,0.126303330120519,0.00906605362337913,-0.0346626288004142,0.149247277071126,0.144795362549627,-0.0516402330030008,-0.101652962190289,0.119613068293426,-0.12499934922341,0.0404968548480976,-0.0157863572715431,0.183026944803548,0.00498329935307394,0.031449114113784,0.0610252514022322,0.212733226498279,0.0467651059175083,-0.0281954936709685,0.111017674841914,-0.21242139439492,-0.0188085880544361,-0.0509150891910872,-0.0832257630316983,0.17536725016644,-0.116693188158847,0.0173251026401116,0.0708876459370351,0.121820109557093,-0.066925080975205,0.0940980509068004,0.0206012828344147,-0.0539931052858984,0.0188089488095343,-0.0292153115529428,0.0475462909315296,0.247167822229604,0.0868884972661262,0.163553148836247,-0.0535387048281204,0.00830040925687207,0.0370861757520782,0.190902428966632
"3",0.15244389753772,0.0640875606704091,1,-0.12251572804791,0.0334325161009408,0.00838773466484334,-0.0254836421297098,-0.0111369390797967,0.0179352488814158,0.108287149088699,0.0316345492599911,0.180234075711726,0.03540412843334,0.0871430115088298,-0.0339695082613507,-0.00036084477266261,0.0381414247475683,0.0682265599353047,-0.139752781830377,-0.121407599835599,0.0433985195083162,0.0130917288455467,-0.0700476053008035,-0.0665166021265912,0.0558102409359281,0.0045512711206499,-0.00842715807716877,0.0325593296343943,-0.103386291692127,-0.0155098808182492,-0.0471402816199461,-0.147900964354316,-0.078174415050184,-0.153424886295576,-0.110136776916448,0.0804793935188308,-0.227987251578571,0.00049911980590193,0.0708775729335297,0.0725223544573621,0.0532648071953678,-0.0189654091986069,0.0347207415250844,-0.0502773580878315,-0.117930051160349,-0.0835202000934691,-0.0788999265799303,0.0259331171119677,0.0320154220133839,0.126011178631556,-0.00084933705412486,0.011973722553942,-0.121749815771262,-0.302711811596273,-0.118302546624795,-0.0165361623346461,-0.0304919892479207,-0.0417913338265617
"4",0.0251266129919583,0.13235515215018,-0.12251572804791,1,0.0754713264863399,-0.0921641677869158,0.193762505822906,0.0845136683051831,-0.033593968662857,-0.142125398913482,0.0473663920262429,0.206101380661316,0.0162946079116371,0.129497605795926,0.0186896696799388,-0.154447681195262,0.0311975233763599,-0.0516445344536898,-0.022291511694915,-0.0937005379565675,0.128162327980785,0.0324943266626008,-0.0742730969525922,-0.163903899112917,0.08410428477987,0.0387577623083945,0.180354363739007,0.149593668426111,-0.058776542334069,0.139219402229764,-0.0471109158776119,0.0607134903602698,0.0530760164180238,0.0817029428568297,0.124022216693875,-0.121151430370223,0.117564099282851,0.0094560763622552,-0.00748823096403221,0.00703519761294262,-0.152466035848053,-0.0724526516239633,-0.221072573983152,-0.0438803079447325,0.131778783960901,0.0846989709659262,-0.0448374906957264,-0.0482756153730565,-0.0193357863668304,-0.0622634613392374,-0.129466502445836,0.010272777260217,0.269109186071585,0.218306580745173,-0.011626115855442,0.289539619979549,0.0783103092289685,0.103947521652413
"5",0.0573206270006053,0.0518658063177498,0.0334325161009408,0.0754713264863399,1,-0.114868551375314,0.199291930719833,0.0401010920734735,0.00522257655509907,-0.228359093544284,0.112433675393672,0.0862985659244928,0.167941364072194,-0.0367575809968314,0.233457561639266,0.192303815736303,0.0943431662831818,0.0749364517024724,-0.0166874515335261,0.141782543183283,0.0959892167815944,0.1861939487051,0.0609332884122299,-0.108224299143794,0.191531104497357,-0.00890345192895528,0.0744077663676469,-0.0450372733993696,-0.035121225902836,0.00937477848535482,-0.157501315810032,0.0175347892505587,-0.119920929151977,-0.0239717595456088,0.0487902329256107,-0.234368304442972,-0.0227399891589176,0.0863905331459734,0.0399905724824056,0.0752748627751058,0.076812225705424,-0.112819278491108,0.014458089970021,0.0198339484676775,0.0716005868390912,0.132734697452987,-0.0306359631220668,0.142252829439852,0.06326892734503,0.0202644205845591,0.0500013519170302,0.167725273846705,0.185275614478364,0.135397002658671,0.138292167379908,0.0657168617849599,0.0721203360259541,0.0207203029786989
"6",-0.0102145844832175,0.108194943438647,0.00838773466484334,-0.0921641677869158,-0.114868551375314,1,-0.0486080667506661,-0.0251234955588251,0.0226612996985675,0.0672745442333027,-0.0959364271414357,0.144646619227787,-0.111285361881599,0.0010945629041459,0.108743911343584,-0.0421291705779219,0.0642518159820718,-0.130341778565439,-0.0557207036174226,-0.0655697399347675,0.044297308250305,-0.05462727447338,-0.0613566975997253,0.0729132618762763,-0.193829209609721,-0.0318463142606526,-0.244314068881362,-0.0187356278394322,0.101372784395636,0.231458283945056,-0.0480199092558712,-0.0657464125695446,0.0830434689554369,0.0089569595949585,0.0769981054774373,0.103170833501924,-0.0149345317500446,-0.111712211056521,-0.00785059530419345,0.00405949432343116,0.0904553629546101,0.0663487168749305,-0.0257168120512375,0.0116602049289981,-0.100621765292944,-0.0708207411842679,0.0312290044908766,0.0025073082257887,0.0782247729610201,-0.0198149227691445,-0.0744907287506018,-0.0231795785829896,-0.209355584605322,-0.149337400214638,-0.0626135030480944,-0.165169026631466,0.0399507032587316,0.0778882311867732
"7",0.0122423634949504,0.121568579402352,-0.0254836421297098,0.193762505822906,0.199291930719833,-0.0486080667506661,1,0.309680064239193,-0.0878176431615898,0.00489465555075761,0.00952677979142575,0.0935169455377786,0.127825117817578,-0.11640112987666,0.106274743660883,-0.0922017448344239,-0.0146062752827265,0.00336919699306078,0.161929368193332,0.082307423763599,0.0604091002105379,0.0373683156932409,-0.0601825898395213,-0.0170927808702564,0.107766284301716,0.171687692077397,0.133970084439556,0.0579312617508796,0.0582232250310133,0.0985446139045562,0.0838274841411827,0.041824790083015,-0.0574795894070187,-0.29199782279834,0.337587347332606,-0.0720596713223149,-0.0170962647512931,-0.0347045936780693,-0.0246953211484759,-0.00452525747325836,-0.0550370116731136,-0.103151080711358,-0.0213264754981967,0.0725382024665677,0.0432529751335122,0.176544887639274,-0.00598368977063817,-0.022524214479605,-0.00029023451387116,-0.0743273314987028,0.0987043552890707,-0.00607354363271909,0.0593638067796641,-0.0588384947716594,-0.0289506990171798,0.13074357103596,0.267722723830161,0.163188237584649
"8",0.0794161840690216,0.170434538261813,-0.0111369390797967,0.0845136683051831,0.0401010920734735,-0.0251234955588251,0.309680064239193,1,0.101575913809078,0.0370481265115574,0.0652151813959606,-0.0232587148290321,-0.0176083081102149,-0.133286111749306,0.00428660660057643,-0.00536993170068335,-0.0866995496275392,-0.0270425492556052,0.100132552493152,-0.0849453243000448,0.158675341005309,-0.208689394991524,-0.0209226889948662,-0.023413986268302,-0.0431406101908365,0.0689607441241763,-0.0137400300263648,0.111976356500712,0.166638599703995,-0.0869506427633048,-0.0397074100831656,-0.02726647752011,-0.107697782139619,-0.223497959692803,0.188765598542136,0.197559630201231,-0.0361837262302167,-0.141613011310398,0.13874773949033,0.0644341631064677,0.0798633406159368,-0.112093753317427,0.00393628188612622,-0.0430591228216023,-0.162874405921571,0.0671449844931364,0.204896005670736,0.0762549771998949,0.0252370189010627,-0.119102212007455,0.104654904085559,0.0566586908493603,-0.0842472033422378,-0.0668265301806125,0.105560671804593,0.0291772294693435,0.0653353127260828,0.147342334972391
"9",0.0422672625152343,0.0127505551342724,0.0179352488814158,-0.033593968662857,0.00522257655509907,0.0226612996985675,-0.0878176431615898,0.101575913809078,1,0.0771875221173049,0.0979708481019387,-0.135890913761128,0.0614183218635307,0.142019197195063,-0.00289643988307317,0.0517792904410227,0.0599473664363128,0.141000186106136,-0.0448813264938956,0.0306311327780963,0.0929454538700196,0.0726146030828708,0.111110921059949,-0.090307613917352,0.0178518394889553,-0.265823625009182,-0.173890285553291,-0.0672552166507159,0.0103279022854196,0.147455472978578,-0.168908675670948,-0.106496756207283,-0.104266965018074,0.0838826041059697,0.128482186162261,0.0499265054512801,0.175415457429964,-0.0371931296708878,0.0878626609577273,-0.0761210903445884,0.1254453034253,0.0429223491846638,0.256157011582141,-0.0878139586533153,-0.0968760058523596,-0.0428400129146111,-0.104762069131049,0.0259051571901671,0.172341145203048,0.294742580278076,0.017105221087644,0.101143201881857,-0.0457331652762418,-0.0689938061037101,0.01839503116236,-0.281570219186862,-0.113882007381933,0.00191167331871176
"10",-0.090216370302667,0.0747621643783416,0.108287149088699,-0.142125398913482,-0.228359093544284,0.0672745442333027,0.00489465555075761,0.0370481265115574,0.0771875221173049,1,0.0506838308579251,-0.122589878474971,0.0184054292220721,0.277285729362029,0.147111958540364,-0.0513757516906088,-0.055878935611442,0.168592785795401,-0.0502168867062875,0.262215565109051,0.148920634200028,0.00896179077094045,-0.0261874433196641,0.13794922053855,-0.141237965636165,-0.129028292886988,0.0224694878202716,0.0331361975171975,0.127462804937456,-0.0836821873552504,-0.101325959163749,0.0723277675863374,-0.0688697232997279,0.0699182499606885,-0.0584956891381912,0.10536090322839,-0.149199662218991,0.0192665657025016,-0.0772636879031773,0.174127717501136,-0.0441862802337318,0.15567253142567,0.0288015462103255,0.0911795869722041,-0.216313322279543,-0.0463758676957175,0.0666149860438682,0.0197010812987582,0.104162690026173,0.129243210953276,0.118576640906271,0.0615108706610263,0.0908763156896068,0.0463865853699448,0.123757864119464,-0.0391205599214569,0.0701242126746225,0.0714550022053046
