3.119079408624646568e-02,8.750644886820326818e-01
8.514392691373964817e-02,5.407776744546989312e-01
1.405931442610420801e-01,6.893303201266033353e-01
1.172366296664951874e-01,4.061790503026646570e-01
-2.626456549094135715e-02,5.542663590172882682e-01
-9.496423427830311126e-02,4.054612575319729295e-01
-9.460242948551370046e-02,1.454631919284957997e-01
-1.128795493329496635e-01,2.407608018154371865e-01
-8.677857449748582752e-02,9.616347292225457810e-02
-1.140915629304581624e-01,1.723858682494399386e-01
-4.275988587053415613e-02,-2.606673044642864867e-01
-1.591030679580289764e-01,-1.199049316338194199e-01
-4.167084737004932843e-02,-4.771683657937006995e-01
-1.433957127259875564e-01,-6.229833853175843483e-01
-1.216695059025782455e-01,-7.299109688717858591e-01
-1.212995372579673270e-01,-7.562600812225123148e-01
-2.087353742427490721e-01,-7.690042821202374146e-01
-1.053566508155936304e-01,-8.764154248662674451e-01
-2.039646176737060779e-01,-8.614022694097323019e-01
-1.229135367985879634e-01,-9.298259684184729812e-01
