-9.995112731444452669e-02,2.103286779360749037e-01
-9.829246565979828099e-02,2.248452118959144430e-01
-1.452692173254482577e-01,1.139465896808665446e-01
-1.109157449044532173e-01,1.838205918364983205e-01
-1.296508638618505960e-01,1.116757607957960113e-01
-1.694005617138197861e-01,6.445410842984711230e-02
-1.899166353708824917e-01,5.783025032645542490e-02
-1.604721097569152266e-01,8.256822054674287092e-02
-1.877749728210812985e-01,3.965302179339177252e-02
-2.112171344729333045e-01,1.485174827071530858e-04
-2.283687729287245394e-01,-4.373122734818897690e-03
-2.446638469622090251e-01,-3.643782783750897786e-02
-1.764058692130281436e-01,2.159885087991209041e-02
-2.011058676451797089e-01,-3.628721118262731322e-03
-2.319955282333772961e-01,-4.723307187103976262e-02
-2.047480561400923382e-01,-9.890261680115811777e-03
-2.329533635366801136e-01,-5.281891752822998054e-02
-1.974937196480876511e-01,-1.747387386252333141e-02
-2.447816734698600727e-01,-7.480776904019569018e-02
-1.885225647122929782e-01,-3.606367656954605205e-02
