4.884430876580898029e-01,7.066265060240962725e+01,5.319277108433733758e+01,2.472293265132139695e+01,1.600000000000000000e+01,1.016461350869216496e+01,6.746987951807228967e+01,5.777108433734940007e+01,5.130152795266209864e+01,4.866666666666666252e+00,2.172619047619047805e+01,3.628366112592449788e+00,1.460730365182590873e+01,4.396266209774095657e+00,2.030798845043310763e+01,2.797274236580231221e+00,8.437500000000000000e+00,1.233682280862039704e+01,2.510000000000000009e-01,0.000000000000000000e+00
2.124735729386892369e-01,4.487951807228915158e+01,2.668674698795180333e+01,4.053691275167785335e+01,4.600000000000000000e+01,1.100050651428962034e+01,1.210843373493975861e+01,5.060240963855421548e+00,2.971182995143664130e+02,2.173333333333333428e+01,3.021316033364226428e+01,5.301123604121650068e+00,2.731481481481482021e+01,7.702014570547865979e+00,3.794392523364486181e+01,3.986408489446086723e+00,2.149437052200613962e+01,1.731694404771240414e+01,2.580000000000000071e-01,0.000000000000000000e+00
8.103353490929081637e-01,2.078313253012047923e+01,1.156626506024096201e+01,4.434782608695652328e+01,1.500000000000000000e+01,7.830217235483571514e+00,8.879518072289155839e+01,5.969879518072288249e+01,2.254425145884275139e+01,3.066666666666666874e+00,1.111111111111111249e+01,2.399226598466734472e+00,1.216562843532429383e+01,2.359702318876327976e+00,1.194570135746606354e+01,2.567528444121452758e+00,1.310211946050096365e+01,9.349016679979158084e+00,4.040000000000000258e-01,6.461999999999999744e+00
2.867469879518072529e-01,3.566265060240963436e+01,1.963855421686746539e+01,4.493243243243244223e+01,1.400000000000000000e+01,1.169202600732106134e+01,1.433734939759036031e+01,1.222891566265060170e+01,1.991045263467070003e-01,1.333333333333333315e-01,5.000000000000000000e+01,4.256473096396566014e+00,1.951219512195121908e+01,4.357243130312371093e+00,2.057702776265650613e+01,3.886243991789899876e+00,1.559999999999999964e+01,1.092796383627936763e+01,4.299999999999999933e-01,0.000000000000000000e+00
7.057387057387056739e-01,5.807228915662650337e+01,5.138554216867469648e+01,1.151452282157676343e+01,1.200000000000000000e+01,9.666600570742948761e+00,1.392771084337349237e+02,1.324698795180722755e+02,9.320337984388653751e+01,7.333333333333333037e+00,1.754385964912280826e+01,3.800074048464591847e+00,1.572031909901454583e+01,4.338384747711002909e+00,1.946902654867256643e+01,3.308636004359026384e+00,1.229802513464990987e+01,1.131212661186594204e+01,4.949999999999999956e-01,5.472000000000000419e+00
5.292517006802721635e-01,1.153333333333333321e+01,3.500000000000000000e+00,6.965317919075144459e+01,2.000000000000000000e+01,1.763990595765168834e+01,1.296666666666666679e+01,3.566666666666666430e+00,1.287982033139156499e+02,1.100000000000000000e+01,2.558139534883721211e+01,3.847762264567132107e+00,1.822429906542056344e+01,7.743661085636462715e+00,4.798206278026906091e+01,2.822041559610271477e+00,1.038961038961038952e+01,1.358342351495135070e+01,2.270000000000000073e-01,0.000000000000000000e+00
5.465768799102131981e-01,1.346666666666666679e+01,4.366666666666667140e+00,6.757425742574257299e+01,3.100000000000000000e+01,1.826542391910200180e+01,1.623333333333333428e+01,2.800000000000000711e+00,1.188908706498894361e+02,1.013333333333333286e+01,1.779859484777517764e+01,3.404068605349914733e+00,1.439096267190569911e+01,7.286193526238077922e+00,3.392461197339245871e+01,2.299438738270696447e+00,8.832807570977918132e+00,1.609995982913499901e+01,2.389999999999999902e-01,1.911999999999999922e+00
3.977272727272727071e-01,3.003333333333333499e+01,6.100000000000001421e+00,7.968923418423973715e+01,5.400000000000000000e+01,2.184345684178467195e+01,1.983333333333333215e+01,3.133333333333332860e+00,2.244688052908402369e+02,1.733333333333333215e+01,2.760084925690021151e+01,4.843396001880385882e+00,2.893700787401574814e+01,6.702815463710678046e+00,4.323873121869782921e+01,3.639296263895146932e+00,1.967567567567567366e+01,1.580347642108006490e+01,2.099999999999999922e-01,3.149999999999999911e+00
6.711370262390670138e-01,1.880000000000000071e+01,3.000000000000000000e+00,8.404255319148936110e+01,3.000000000000000000e+01,1.719649403271325028e+01,3.836666666666666714e+01,1.176666666666666572e+01,1.223832787921315060e+02,1.059999999999999964e+01,2.086614173228346658e+01,3.535027956449493303e+00,1.373860182370820482e+01,4.797233901360326236e+00,2.583479789103691004e+01,2.867560314577501046e+00,7.342007434944237687e+00,1.245831676227981788e+01,2.449999999999999956e-01,0.000000000000000000e+00
4.428857715430861708e-01,3.706666666666666998e+01,1.036666666666667069e+01,7.203237410071942293e+01,4.100000000000000000e+01,1.617137443793368234e+01,2.946666666666666501e+01,1.150000000000000000e+01,2.553343274913226537e+02,1.926666666666666572e+01,2.257812500000000000e+01,6.154858634396804362e+00,3.053173241852487152e+01,1.136221949099633299e+01,5.523255813953488058e+01,3.975622460832039184e+00,2.019464720194647356e+01,1.731990188721835722e+01,2.550000000000000044e-01,0.000000000000000000e+00
4.063986165153480323e-01,4.576666666666666572e+01,2.000000000000000000e+01,5.630007283321194222e+01,3.400000000000000000e+01,1.832350859718258462e+01,3.133333333333333215e+01,8.899999999999998579e+00,3.031724907420101545e+01,4.066666666666666430e+00,1.469879518072288960e+01,3.018761308763441953e+00,1.115896632732967753e+01,4.166305577977460040e+00,2.250509164969449927e+01,2.301911135501249817e+00,4.071246819338422362e+00,1.135318160633315721e+01,3.599999999999999867e-01,0.000000000000000000e+00
6.234920634920635418e-01,1.976666666666666572e+01,3.466666666666665009e+00,8.246205733558178963e+01,3.500000000000000000e+01,1.413550696035894028e+01,3.273333333333333428e+01,7.533333333333334991e+00,8.216614420595308843e+01,7.599999999999999645e+00,4.334600760456272894e+01,3.978180717619459905e+00,1.979958534899792966e+01,5.353969697527901417e+00,3.168469860896444956e+01,2.865511380118507034e+00,1.018750000000000000e+01,1.390762199579648417e+01,3.870000000000000107e-01,0.000000000000000000e+00
7.715289982425308501e-01,1.733333333333333215e+01,2.133333333333332860e+00,8.769230769230769340e+01,1.600000000000000000e+01,1.289255118714136472e+01,5.853333333333333144e+01,1.773333333333333428e+01,5.899148609150526745e+00,5.333333333333333259e-01,6.250000000000000000e+00,3.968030181320761240e+00,1.857555341674687455e+01,5.827851162899520432e+00,3.319415448851774642e+01,2.377219020291786222e+00,6.071428571428570287e+00,1.261028182759643279e+01,4.269999999999999907e-01,0.000000000000000000e+00
