"","l_Insular.Cortex","r_Insular.Cortex","l_Amygdal.Area","r_Amygdal.Area","l_Bed.Nucleus.of.the.Stria.Terminalis","r_Bed.Nucleus.of.the.Stria.Terminalis","l_Hippocampus","r_Hippocampus","l_Orbitofrontal.cortex","r_Orbitofrontal.cortex","l_Entorhinal.Cortex","r_Entorhinal.Cortex","l_Frontal.Association.Cortex","r_Frontal.Association.Cortex","l_Globus.Pallidus","r_Globus.Pallidus","l_Glomerular.Layer.of.the.Accessory.Olfactory.Bulb","r_Glomerular.Layer.of.the.Accessory.Olfactory.Bulb","l_Glomerular.Layer.of.the.Olfactory.Bulb","r_Glomerular.Layer.of.the.Olfactory.Bulb","l_Granule.Cell.Level.of.the.Cerebellum","r_Granule.Cell.Level.of.the.Cerebellum","l_Hypothalamic.Region","r_Hypothalamic.Region","l_Entorhinal.Cortex","r_Entorhinal.Cortex","l_Vermix.Molecular.Layer.of.the.Cerebellum","r_Vermix.Molecular.Layer.of.the.Cerebellum","l_Lateral.Molecular.Layer.of.the.Cerebellum","r_Lateral.Molecular.Layer.of.the.Cerebellum","l_Anterior.Olfactory.Bulb","r_Anterior.Olfactory.Bulb","l_Posterior.Olfactory.Bulb","r_Posterior.Olfactory.Bulb","l_Subiculum","r_Subiculum","l_Perirhinal.Area","r_Perirhinal.Area","l_PreLimbic.System","r_PreLimbic.System","l_Primary.Cingular.Cortex","r_Primary.Cingular.Cortex","l_Primary.Motor.Cortex","r_Primary.Motor.Cortex","l_Retrosplenial.Cortex","r_Retrosplenial.Cortex","l_Secondary.Cingular.Cortex","r_Secondary.Cingular.Cortex","l_Secondary.Motor.Cortex","r_Secondary.Motor.Cortex","l_Striatum","r_Striatum","l_Ventral.Tegmental.Area","r_Ventral.Tegmental.Area","l_Substantia.Nigra","r_Substantia.Nigra","l_Thalamus","r_Thalamus"
"1",1,0.210071540666366,-0.033087065609376,0.0177442092863835,-0.148852281070724,0.2363164033466,0.123565664619401,0.0613549939389198,0.211917165042758,0.169959285835618,0.326638535158692,-0.149755792290991,0.237783205172684,0.20346063035728,0.110651777544611,0.177225657191358,0.0557135314714822,0.0959145681680396,0.12264436277339,0.112176166276005,0.0328878420114084,-0.115328646402127,0.0740313867378059,-0.187932979168592,0.0858947903379439,-0.0218394967467576,-0.117620788086566,0.00908782079876485,-0.153258258166029,-0.0551254215921041,0.22209975514659,0.0996151884398169,0.163061046328721,0.249288953923937,0.0399072616587438,0.00850443091254987,-0.142611348040964,-0.113920209431159,0.0322748760757877,-0.0543228934220265,-0.213589240110581,-0.00884239062324757,-0.150068452524907,0.0752416621169262,-0.0714781783090932,-0.0492941874431098,-0.121883148998451,-0.0109701555989736,0.0276522112756986,0.115258464675916,-0.0596540258535712,0.0546556449352481,-0.154923960881595,-0.0453291115158797,-0.015341209277645,0.038894674781716,-0.132199032952806,0.0817088487553968
"2",0.210071540666366,1,0.114497028172584,0.0533388959924631,-0.144937589266594,0.00220080669731193,0.00693055128102592,0.0769980564507452,0.219701562725747,0.280660068215531,0.20841856194246,0.135494317899243,0.212324380757045,0.325852717724347,0.0363670826952038,0.0791587530740484,0.156156860333892,0.274276545069906,0.14237981647649,0.221387155355409,-0.0250839343328202,-0.113880241231206,-0.0690908164924922,-0.00320252035101101,0.139260173837855,-0.0279192062635272,0.0878358097357867,-0.042220459466474,-0.00209348503679373,0.127530498791522,0.16937563857663,0.13192057781819,0.162721533448759,0.138816687963447,-0.0535560378442535,-0.102094234545863,0.0673922402505537,0.0030985597224067,-0.0478930043586399,0.0355411667750642,-0.130138851908551,-0.189476332541371,-0.367052530243675,-0.065536653659903,-0.0501251115736194,-0.0634907077660726,-0.0954134372359456,-0.01069102924837,-0.0139610540670681,0.0344271707400538,-0.106597992796006,0.0874184093903223,0.0806860465570123,-0.0463425303766622,-0.0783754152236536,0.233474139844478,-0.212077764163453,-0.0629269277143398
"3",-0.033087065609376,0.114497028172584,1,0.128051712098892,0.0886385053949737,-0.0309901314957935,0.0610418821428815,0.0238539996849693,-0.00618814906712416,0.0600929982966014,0.117729434988094,0.142589943898313,0.0386017507335135,-0.136563728290481,0.0429110302667678,-0.0757066742429727,-0.0140976928249153,-0.0328044315891404,0.0573602891740026,0.00584090929309906,-0.0380785875516035,-0.140090904701763,-0.137527146932906,0.0885148683928351,0.468953359284009,0.142677114498937,0.0645909949351619,0.01758046810468,-0.228679330812459,-0.0523338146192422,0.153393636705355,0.0458308806650035,0.184874697116382,-0.00099088321365275,0.0595271043354347,-0.0632351076000894,0.250455957515181,-0.119469863935279,0.124648728467067,0.249466566461918,0.16578787009639,0.0367806954067764,-0.0899833826254783,0.0833338475181942,-0.0795960789309303,-0.0234664969717496,0.2376627343042,0.0665178202161994,0.0676744952486579,0.0531522034158596,0.119939220125824,0.0249254465580634,0.1496740237548,0.1356674378995,0.0633867837419469,-0.158354450514115,-0.0415061415326996,0.0750994419693214
"4",0.0177442092863835,0.0533388959924631,0.128051712098892,1,0.169508582852901,0.114784965150797,-0.00750526982388061,0.019309988622507,-0.119172685172486,0.0213777017519221,-0.0490133669579315,0.128466420273864,0.202294697314976,0.197514589801324,-0.224111063947412,-0.237528193349622,0.0985579522198065,0.100853260945738,-0.00494395394646216,0.158419864255353,0.127995053177777,0.0143934743391759,0.0304841770308301,-0.0961936726693983,0.0735432522659909,0.146340503757065,0.145803160161606,0.00823597384722414,-0.00878297775475797,-0.050166977280612,0.0798320948139244,0.146383414273638,0.0993294616567785,-0.149249117879518,-0.0787725262494661,-0.0140000009292889,-0.131523815929898,0.0439157451300351,-0.105070480412697,-0.0857733717533949,-0.070648486949853,-0.0107615429710356,0.0636452427753217,0.148710438306124,0.134707835060202,-0.0908817984658221,0.0079971910599281,-0.0773251122655324,0.227815153163583,0.194221278586332,0.0489780346992166,-0.143857638477239,0.0473707723159761,0.0353686971360239,0.0635598739418515,0.112863437814355,-0.10053377301854,0.0910932559456308
"5",-0.148852281070724,-0.144937589266594,0.0886385053949737,0.169508582852901,1,-0.0183360286038533,-0.0370622505236149,-0.039910120705611,-0.107142480149501,0.0601505124031737,-0.00681229022160081,0.0262702471716992,-0.138966068580222,-0.133739159381042,-0.0103793907382728,-0.23928795480226,-0.117850397414715,-0.0755985408979792,0.0518485935693866,-0.12302725619206,0.0336224099894567,-0.0149659774926239,0.0787668094944904,-0.0728399518175453,0.187955880741573,0.194186068743383,0.199018774051678,-0.0741186769116547,0.032491312109709,-0.0726874706409644,-0.100092786958108,-0.0863372597250659,0.040555112675171,-0.155896258043052,0.110082584206063,0.080808796171152,0.0847324007455674,0.0985434108828541,0.0978152738798291,0.153322257389128,0.132677685343434,-0.0301917300952277,0.0354735350115651,0.0519851405989488,-0.0984689154941581,-0.0497308887194393,0.137052113496723,0.155683248596408,0.0729743514867474,-0.0582642515108684,0.044609413093931,-0.101391150628222,-0.0790913499004732,0.0892661017035455,-0.0340533643639762,0.0137347425374373,0.0300049894513095,0.0790123019532481
"6",0.2363164033466,0.00220080669731193,-0.0309901314957935,0.114784965150797,-0.0183360286038533,1,-0.118655585321223,0.112313536131026,0.227052155759208,0.0986738064539281,-0.0525428852410109,-0.0893180816988422,0.253340796567396,0.354245672223446,0.0414069834335876,-0.128136797815532,0.183594701044865,0.169981022714096,-0.220650869959475,-0.0164328286629536,0.0873001349976355,-0.0329662950742211,-0.0395213986002403,0.0569055156367109,-0.028882832236798,-0.0505593484744524,-0.00977005074647949,0.058886873651559,-0.0929748603778048,-0.0325013727825952,-0.143028233016992,0.0462212197080767,0.0624838263922191,0.13331879429343,0.145527360678775,0.0543690152182027,-0.0946487495533746,0.202916496731217,0.0398421546862196,-0.0507142274867683,-0.208060614335284,-0.0259028608588415,0.0146417650794652,-0.071911308919819,-0.103743786385348,0.160754528611949,0.0742406600580194,0.0352229774599681,0.108226824327971,-0.0113315657102427,-0.0668299247840799,-0.0754004552394062,0.0420681216619537,0.0174068525840672,-0.118847275298538,-0.135210477181138,-0.0659864594658288,0.0525884894402762
"7",0.123565664619401,0.00693055128102591,0.0610418821428815,-0.00750526982388061,-0.0370622505236149,-0.118655585321223,1,0.0826605509820071,-0.0637422820980349,0.0149405714583709,0.151093808661769,0.20496080341247,-0.10388118943028,-0.0937777098911085,-0.0866748520430993,0.149330306068799,-0.165981144050807,-0.169860871975468,0.130556078817907,0.103740947697193,-0.197943585627641,-0.165469725358024,-0.00413500503019507,-0.126890694875979,0.0357483400428394,0.00228049925068754,-0.128579117936593,-0.0975979686261007,-0.112521369030591,-0.0719096636534122,0.0394943632309937,0.152134555940116,0.127108990922205,0.0411185759365438,0.0110898087184147,0.145012973799744,0.280534293987346,-0.0613420805763237,-0.100161917378026,-0.189028720884292,0.210090302644516,-0.0173865642138665,-0.138210558339648,0.0892778690223994,0.19019302372512,0.090006150289536,0.111665131812812,0.0864254020823252,-0.0272550531606743,-0.111256402339928,0.0387915130498163,0.004311861929205,0.0485880185785184,-0.0498257802939322,-0.00234872477869535,0.1944597171956,0.158526512458508,0.114325848146376
"8",0.0613549939389198,0.0769980564507452,0.0238539996849693,0.019309988622507,-0.039910120705611,0.112313536131026,0.0826605509820071,1,0.099026676131962,0.271088040416762,-0.084729946007363,-0.0290712712489344,-0.0804926604463001,0.134823733529704,0.0380807441232028,-0.0810482676869445,-0.0183623653386848,0.0911277559999671,0.00667427642118753,0.0863274599042187,-0.0669906518669408,-0.105840164853447,-0.0554257139698902,0.0021681460247225,0.0480925741827848,0.0425947675097018,0.0207051624734426,0.298793534523836,0.037462762821523,0.179808707952943,0.182255833122466,0.0563975324653369,0.0827160732761606,0.0141367395060115,0.0951304982455108,0.280270872180869,0.100299465450415,0.00886898742402223,0.089199788643847,0.196534953802882,0.0074699434561749,-0.0681286951735899,-0.124672134672805,-0.0732950775680243,-0.00598211956044665,0.0584740104190395,-0.0177991247329313,-0.00964517835032497,-0.196993058859223,-0.0474284974198856,0.131784033842727,-0.00277159705233513,0.0127428724703888,0.0140278998707451,-0.161070032587406,-0.0961345060960059,0.282742269929723,0.306655593129219
"9",0.211917165042758,0.219701562725747,-0.00618814906712416,-0.119172685172486,-0.107142480149501,0.227052155759208,-0.0637422820980349,0.099026676131962,1,0.538031390504221,0.152386062665025,-0.0357286311046776,0.384662850634232,0.219878199807788,-0.0136665572579729,0.135010937096913,0.19498592969445,0.0700190174696233,-0.02260375126444,0.15964932935415,-0.131529527993866,-0.0929207707015462,-0.0835428201480181,0.126927785550702,0.0591060082005708,-0.299254781824767,0.14987412014702,0.0794453676342727,0.00860402362818085,0.297504352838073,0.102880069364998,0.0354281783307997,-0.0159865246956135,-0.0542774967734412,-0.100876570299559,-0.217455641445016,-0.220541062099732,0.0770321948372673,-0.0979170522633964,-0.10749472250198,-0.412794816799089,-0.360702111619679,-0.00744064002678805,-0.430119306935345,0.0172596668301011,0.0235289354445493,-0.104915009845353,-0.0630687731350586,0.0467179406984149,-0.316547251056489,-0.115607207898184,0.0139765699109292,-0.162490173579145,-0.125469799109163,0.0393037433433997,0.141901318814435,0.0207964481405814,-0.0146245444981845
"10",0.169959285835618,0.280660068215531,0.0600929982966014,0.0213777017519221,0.0601505124031737,0.0986738064539281,0.0149405714583709,0.271088040416762,0.538031390504221,1,0.0229314337574541,-0.155576588189156,0.158402060073385,0.379096824605488,0.0421663999976978,0.122616692774202,0.0643008397001657,0.222680137257392,-0.113038312925436,0.0175544185999219,-0.137191919989843,-0.0380317273359874,-0.128609658470883,-0.0161879704294154,0.0706004562957713,-0.0566563799813715,-0.0376641029272152,-0.0287199010471232,-0.0813029616918925,0.151856833803775,0.113844959167349,0.055124655968579,-0.10358442799251,-0.0368002087210495,-0.104964925957116,-0.0855790641959165,-0.0928760626211233,-0.067461604435566,-0.238763591378017,-0.19132888986935,-0.37419744016141,-0.393701384587152,-0.227742844063213,-0.23338333303217,-0.0481410038266212,-0.142241905112573,-0.0291966748073356,-0.0564216677852219,-0.121368811079794,-0.126343328214501,-0.0664077622443126,0.023105108037957,-0.00578457283218572,-0.0103867214362404,-0.0298718053962489,0.121328013400637,0.0984463453053939,0.144854469381969
