RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch
18,Alc,female,47,2,1,0.167,EtOH,24_hrs,111,123,Model,2
19,Alc,female,47,2,1,0.148,EtOH,24_hrs,121,89,Model,2
20,Alc,female,47,2,1,0.191,EtOH,24_hrs,120,92,Model,2
21,Ctrl,female,47,2,1,0.186,EtOH,24_hrs,107,121,Model,2
22,Alc,female,47,2,1,0.154,EtOH,24_hrs,114,105,Model,2
23,Ctrl,female,47,2,1,0.166,EtOH,24_hrs,110,120,Model,2
24,Alc,female,47,2,1,0.155,EtOH,24_hrs,96,123,Model,2
25,Alc,male,47,2,1,0.197,EtOH,24_hrs,106,98,Model,2
26,Alc,male,47,2,1,0.239,EtOH,24_hrs,112,88,Model,2
28,Ctrl,male,47,2,1,0.21,EtOH,24_hrs,122,86,Model,2
29,Alc,male,47,2,1,0.2,EtOH,24_hrs,120,85,Model,2
30,Alc,male,47,2,1,0.248,EtOH,24_hrs,121,73,Model,2
31,Ctrl,male,47,2,1,0.206,EtOH,24_hrs,96,109,Model,2
32,Alc,male,47,2,1,0.183,EtOH,24_hrs,116,95,Model,2
17,Alc,female,48,2,1,0.18,H2O,start,125,123,Model,2
18,Alc,female,48,2,1,0.156,H2O,start,125,124,Model,2
19,Alc,female,48,2,1,0.151,H2O,start,121,124,Model,2
20,Alc,female,48,2,1,0.196,H2O,start,124,124,Model,2
21,Ctrl,female,48,2,1,0.186,H2O,start,108,124,Model,2
22,Alc,female,48,2,1,0.159,H2O,start,124,124,Model,2
23,Ctrl,female,48,2,1,0.162,H2O,start,125,124,Model,2
24,Alc,female,48,2,1,0.148,H2O,start,124,123,Model,2
25,Alc,male,48,2,1,0.208,H2O,start,124,124,Model,2
26,Alc,male,48,2,1,0.25,H2O,start,124,124,Model,2
28,Ctrl,male,48,2,1,0.216,H2O,start,123,127,Model,2
29,Alc,male,48,2,1,0.207,H2O,start,123,123,Model,2
30,Alc,male,48,2,1,0.262,H2O,start,123,124,Model,2
31,Ctrl,male,48,2,1,0.207,H2O,start,123,124,Model,2
32,Alc,male,48,2,1,0.193,H2O,start,124,124,Model,2
17,Alc,female,48,3,1,0.18,H2O,24_hrs,123,92,Model,2
18,Alc,female,48,3,1,0.156,H2O,24_hrs,123,95,Model,2
19,Alc,female,48,3,1,0.151,H2O,24_hrs,117,95,Model,2
20,Alc,female,48,3,1,0.196,H2O,24_hrs,124,86,Model,2
21,Ctrl,female,48,3,1,0.186,H2O,24_hrs,77,122,Model,2
22,Alc,female,48,3,1,0.159,H2O,24_hrs,121,99,Model,2
23,Ctrl,female,48,3,1,0.162,H2O,24_hrs,99,114,Model,2
24,Alc,female,48,3,1,0.148,H2O,24_hrs,91,115,Model,2
25,Alc,male,48,3,1,0.208,H2O,24_hrs,118,82,Model,2
26,Alc,male,48,3,1,0.25,H2O,24_hrs,119,79,Model,2
28,Ctrl,male,48,3,1,0.216,H2O,24_hrs,119,92,Model,2
29,Alc,male,48,3,1,0.207,H2O,24_hrs,84,121,Model,2
30,Alc,male,48,3,1,0.262,H2O,24_hrs,90,101,Model,2
31,Ctrl,male,48,3,1,0.207,H2O,24_hrs,82,115,Model,2
32,Alc,male,48,3,1,0.193,H2O,24_hrs,121,63,Model,2
17,Alc,female,49,3,2,0.188,EtOH,start,121,124,Model,2
18,Alc,female,49,3,2,0.179,EtOH,start,122,124,Model,2
19,Alc,female,49,3,2,0.165,EtOH,start,121,123,Model,2
20,Alc,female,49,3,2,0.2,EtOH,start,121,125,Model,2
21,Ctrl,female,49,3,2,0.19,EtOH,start,123,122,Model,2
22,Alc,female,49,3,2,0.164,EtOH,start,120,124,Model,2
23,Ctrl,female,49,3,2,0.166,EtOH,start,124,123,Model,2
24,Alc,female,49,3,2,0.165,EtOH,start,122,124,Model,2
25,Alc,male,49,3,2,0.22,EtOH,start,121,124,Model,2
26,Alc,male,49,3,2,0.256,EtOH,start,122,123,Model,2
28,Ctrl,male,49,3,2,0.226,EtOH,start,124,125,Model,2
29,Alc,male,49,3,2,0.216,EtOH,start,121,123,Model,2
30,Alc,male,49,3,2,0.278,EtOH,start,121,125,Model,2
31,Ctrl,male,49,3,2,0.22,EtOH,start,125,125,Model,2
32,Alc,male,49,3,2,0.206,EtOH,start,121,123,Model,2
17,Alc,female,49,3,2,0.188,EtOH,30_mins,120,117,Model,2
18,Alc,female,49,3,2,0.179,EtOH,30_mins,121,113,Model,2
19,Alc,female,49,3,2,0.165,EtOH,30_mins,121,118,Model,2
20,Alc,female,49,3,2,0.2,EtOH,30_mins,120,124,Model,2
21,Ctrl,female,49,3,2,0.19,EtOH,30_mins,122,121,Model,2
22,Alc,female,49,3,2,0.164,EtOH,30_mins,118,124,Model,2
23,Ctrl,female,49,3,2,0.166,EtOH,30_mins,123,122,Model,2
24,Alc,female,49,3,2,0.165,EtOH,30_mins,121,122,Model,2
25,Alc,male,49,3,2,0.22,EtOH,30_mins,119,123,Model,2
26,Alc,male,49,3,2,0.256,EtOH,30_mins,119,122,Model,2
28,Ctrl,male,49,3,2,0.226,EtOH,30_mins,117,124,Model,2
29,Alc,male,49,3,2,0.216,EtOH,30_mins,120,122,Model,2
30,Alc,male,49,3,2,0.278,EtOH,30_mins,119,122,Model,2
31,Ctrl,male,49,3,2,0.22,EtOH,30_mins,124,122,Model,2
32,Alc,male,49,3,2,0.206,EtOH,30_mins,121,122,Model,2
17,Alc,female,49,4,2,0.188,EtOH,24_hrs,118,80,Model,2
18,Alc,female,49,4,2,0.179,EtOH,24_hrs,115,95,Model,2
19,Alc,female,49,4,2,0.165,EtOH,24_hrs,118,88,Model,2
20,Alc,female,49,4,2,0.2,EtOH,24_hrs,114,103,Model,2
21,Ctrl,female,49,4,2,0.19,EtOH,24_hrs,121,101,Model,2
22,Alc,female,49,4,2,0.164,EtOH,24_hrs,112,107,Model,2
23,Ctrl,female,49,4,2,0.166,EtOH,24_hrs,96,120,Model,2
24,Alc,female,49,4,2,0.165,EtOH,24_hrs,117,106,Model,2
25,Alc,male,49,4,2,0.22,EtOH,24_hrs,111,86,Model,2
26,Alc,male,49,4,2,0.256,EtOH,24_hrs,110,90,Model,2
28,Ctrl,male,49,4,2,0.226,EtOH,24_hrs,114,91,Model,2
29,Alc,male,49,4,2,0.216,EtOH,24_hrs,113,91,Model,2
30,Alc,male,49,4,2,0.278,EtOH,24_hrs,113,88,Model,2
31,Ctrl,male,49,4,2,0.22,EtOH,24_hrs,117,92,Model,2
32,Alc,male,49,4,2,0.206,EtOH,24_hrs,120,77,Model,2
17,Alc,female,50,4,2,0.194,H2O,start,123,124,Model,2
18,Alc,female,50,4,2,0.18,H2O,start,125,131,Model,2
19,Alc,female,50,4,2,0.165,H2O,start,124,124,Model,2
20,Alc,female,50,4,2,0.2,H2O,start,124,123,Model,2
21,Ctrl,female,50,4,2,0.192,H2O,start,123,124,Model,2
22,Alc,female,50,4,2,0.167,H2O,start,123,124,Model,2
23,Ctrl,female,50,4,2,0.171,H2O,start,124,124,Model,2
24,Alc,female,50,4,2,0.163,H2O,start,122,124,Model,2
25,Alc,male,50,4,2,0.23,H2O,start,124,125,Model,2
26,Alc,male,50,4,2,0.262,H2O,start,125,123,Model,2
28,Ctrl,male,50,4,2,0.233,H2O,start,124,123,Model,2
29,Alc,male,50,4,2,0.222,H2O,start,122,123,Model,2
30,Alc,male,50,4,2,0.273,H2O,start,123,125,Model,2
31,Ctrl,male,50,4,2,0.222,H2O,start,124,123,Model,2
32,Alc,male,50,4,2,0.211,H2O,start,123,124,Model,2
17,Alc,female,50,5,2,0.194,H2O,24_hrs,101,122,Model,2
18,Alc,female,50,5,2,0.18,H2O,24_hrs,123,84,Model,2
19,Alc,female,50,5,2,0.165,H2O,24_hrs,105,102,Model,2
20,Alc,female,50,5,2,0.2,H2O,24_hrs,120,83,Model,2
21,Ctrl,female,50,5,2,0.192,H2O,24_hrs,120,88,Model,2
22,Alc,female,50,5,2,0.167,H2O,24_hrs,109,107,Model,2
23,Ctrl,female,50,5,2,0.171,H2O,24_hrs,115,96,Model,2
24,Alc,female,50,5,2,0.163,H2O,24_hrs,118,95,Model,2
25,Alc,male,50,5,2,0.23,H2O,24_hrs,108,99,Model,2
26,Alc,male,50,5,2,0.262,H2O,24_hrs,85,110,Model,2
28,Ctrl,male,50,5,2,0.233,H2O,24_hrs,88,117,Model,2
29,Alc,male,50,5,2,0.222,H2O,24_hrs,97,109,Model,2
30,Alc,male,50,5,2,0.273,H2O,24_hrs,59,120,Model,2
31,Ctrl,male,50,5,2,0.222,H2O,24_hrs,117,88,Model,2
32,Alc,male,50,5,2,0.211,H2O,24_hrs,83,112,Model,2
17,Alc,female,51,5,3,0.195,EtOH,start,123,122,Model,2
18,Alc,female,51,5,3,0.189,EtOH,start,120,124,Model,2
19,Alc,female,51,5,3,0.174,EtOH,start,121,124,Model,2
20,Alc,female,51,5,3,0.21,EtOH,start,122,122,Model,2
21,Ctrl,female,51,5,3,0.205,EtOH,start,124,123,Model,2
22,Alc,female,51,5,3,0.173,EtOH,start,122,122,Model,2
23,Ctrl,female,51,5,3,0.179,EtOH,start,124,123,Model,2
24,Alc,female,51,5,3,0.168,EtOH,start,121,122,Model,2
25,Alc,male,51,5,3,0.244,EtOH,start,120,123,Model,2
26,Alc,male,51,5,3,0.279,EtOH,start,121,123,Model,2
28,Ctrl,male,51,5,3,0.242,EtOH,start,122,122,Model,2
29,Alc,male,51,5,3,0.239,EtOH,start,122,122,Model,2
30,Alc,male,51,5,3,0.291,EtOH,start,122,124,Model,2
31,Ctrl,male,51,5,3,0.232,EtOH,start,124,122,Model,2
32,Alc,male,51,5,3,0.228,EtOH,start,122,122,Model,2
17,Alc,female,51,5,3,0.195,EtOH,30_mins,122,120,Model,2
18,Alc,female,51,5,3,0.189,EtOH,30_mins,120,124,Model,2
19,Alc,female,51,5,3,0.174,EtOH,30_mins,121,123,Model,2
20,Alc,female,51,5,3,0.21,EtOH,30_mins,121,122,Model,2
21,Ctrl,female,51,5,3,0.205,EtOH,30_mins,123,123,Model,2
22,Alc,female,51,5,3,0.173,EtOH,30_mins,122,121,Model,2
23,Ctrl,female,51,5,3,0.179,EtOH,30_mins,123,123,Model,2
24,Alc,female,51,5,3,0.168,EtOH,30_mins,120,122,Model,2
25,Alc,male,51,5,3,0.244,EtOH,30_mins,118,122,Model,2
26,Alc,male,51,5,3,0.279,EtOH,30_mins,120,120,Model,2
28,Ctrl,male,51,5,3,0.242,EtOH,30_mins,122,121,Model,2
29,Alc,male,51,5,3,0.239,EtOH,30_mins,121,122,Model,2
30,Alc,male,51,5,3,0.291,EtOH,30_mins,121,123,Model,2
31,Ctrl,male,51,5,3,0.232,EtOH,30_mins,123,121,Model,2
32,Alc,male,51,5,3,0.228,EtOH,30_mins,121,120,Model,2
17,Alc,female,51,6,3,0.195,EtOH,24_hrs,120,92,Model,2
18,Alc,female,51,6,3,0.189,EtOH,24_hrs,109,111,Model,2
19,Alc,female,51,6,3,0.174,EtOH,24_hrs,117,87,Model,2
20,Alc,female,51,6,3,0.21,EtOH,24_hrs,119,93,Model,2
21,Ctrl,female,51,6,3,0.205,EtOH,24_hrs,95,121,Model,2
22,Alc,female,51,6,3,0.173,EtOH,24_hrs,116,98,Model,2
23,Ctrl,female,51,6,3,0.179,EtOH,24_hrs,90,121,Model,2
24,Alc,female,51,6,3,0.168,EtOH,24_hrs,118,97,Model,2
25,Alc,male,51,6,3,0.244,EtOH,24_hrs,113,81,Model,2
26,Alc,male,51,6,3,0.279,EtOH,24_hrs,115,75,Model,2
28,Ctrl,male,51,6,3,0.242,EtOH,24_hrs,87,119,Model,2
29,Alc,male,51,6,3,0.239,EtOH,24_hrs,112,99,Model,2
30,Alc,male,51,6,3,0.291,EtOH,24_hrs,120,63,Model,2
31,Ctrl,male,51,6,3,0.232,EtOH,24_hrs,121,92,Model,2
32,Alc,male,51,6,3,0.228,EtOH,24_hrs,118,73,Model,2
17,Alc,female,52,6,3,0.193,H2O,start,122,125,Model,2
18,Alc,female,52,6,3,0.184,H2O,start,124,125,Model,2
19,Alc,female,52,6,3,0.175,H2O,start,123,124,Model,2
20,Alc,female,52,6,3,0.214,H2O,start,126,124,Model,2
21,Ctrl,female,52,6,3,0.206,H2O,start,126,125,Model,2
22,Alc,female,52,6,3,0.183,H2O,start,125,123,Model,2
23,Ctrl,female,52,6,3,0.185,H2O,start,126,124,Model,2
24,Alc,female,52,6,3,0.175,H2O,start,123,123,Model,2
25,Alc,male,52,6,3,0.244,H2O,start,123,122,Model,2
26,Alc,male,52,6,3,0.279,H2O,start,122,123,Model,2
28,Ctrl,male,52,6,3,0.242,H2O,start,125,124,Model,2
29,Alc,male,52,6,3,0.239,H2O,start,122,124,Model,2
30,Alc,male,52,6,3,0.291,H2O,start,123,123,Model,2
31,Ctrl,male,52,6,3,0.232,H2O,start,125,122,Model,2
32,Alc,male,52,6,3,0.228,H2O,start,126,123,Model,2
17,Alc,female,52,7,3,0.193,H2O,48_hrs,118,64,Model,2
18,Alc,female,52,7,3,0.184,H2O,48_hrs,67,121,Model,2
19,Alc,female,52,7,3,0.175,H2O,48_hrs,85,107,Model,2
20,Alc,female,52,7,3,0.214,H2O,48_hrs,121,70,Model,2
21,Ctrl,female,52,7,3,0.206,H2O,48_hrs,82,120,Model,2
22,Alc,female,52,7,3,0.183,H2O,48_hrs,78,120,Model,2
23,Ctrl,female,52,7,3,0.185,H2O,48_hrs,64,121,Model,2
24,Alc,female,52,7,3,0.175,H2O,48_hrs,121,73,Model,2
25,Alc,male,52,7,3,0.244,H2O,48_hrs,60,120,Model,2
26,Alc,male,52,7,3,0.279,H2O,48_hrs,61,88,Model,2
28,Ctrl,male,52,7,3,0.242,H2O,48_hrs,62,106,Model,2
29,Alc,male,52,7,3,0.239,H2O,48_hrs,112,67,Model,2
30,Alc,male,52,7,3,0.291,H2O,48_hrs,109,37,Model,2
31,Ctrl,male,52,7,3,0.232,H2O,48_hrs,51,116,Model,2
32,Alc,male,52,7,3,0.228,H2O,48_hrs,113,51,Model,2
17,Alc,female,54,7,4,0.203,EtOH,start,123,123,Model,2
18,Alc,female,54,7,4,0.195,EtOH,start,122,122,Model,2
19,Alc,female,54,7,4,0.178,EtOH,start,121,123,Model,2
20,Alc,female,54,7,4,0.221,EtOH,start,121,124,Model,2
21,Ctrl,female,54,7,4,0.204,EtOH,start,124,123,Model,2
22,Alc,female,54,7,4,0.184,EtOH,start,121,123,Model,2
23,Ctrl,female,54,7,4,0.193,EtOH,start,123,122,Model,2
24,Alc,female,54,7,4,0.183,EtOH,start,121,121,Model,2
25,Alc,male,54,7,4,0.264,EtOH,start,122,122,Model,2
26,Alc,male,54,7,4,0.304,EtOH,start,121,122,Model,2
28,Ctrl,male,54,7,4,0.27,EtOH,start,122,124,Model,2
29,Alc,male,54,7,4,0.262,EtOH,start,123,125,Model,2
30,Alc,male,54,7,4,0.32,EtOH,start,121,123,Model,2
31,Ctrl,male,54,7,4,0.203,EtOH,start,122,122,Model,2
32,Alc,male,54,7,4,0.261,EtOH,start,122,123,Model,2
17,Alc,female,54,7,4,0.203,EtOH,30_mins,122,123,Model,2
18,Alc,female,54,7,4,0.195,EtOH,30_mins,121,122,Model,2
19,Alc,female,54,7,4,0.178,EtOH,30_mins,121,123,Model,2
20,Alc,female,54,7,4,0.221,EtOH,30_mins,121,123,Model,2
21,Ctrl,female,54,7,4,0.204,EtOH,30_mins,124,119,Model,2
22,Alc,female,54,7,4,0.184,EtOH,30_mins,119,123,Model,2
23,Ctrl,female,54,7,4,0.193,EtOH,30_mins,122,120,Model,2
24,Alc,female,54,7,4,0.183,EtOH,30_mins,121,121,Model,2
25,Alc,male,54,7,4,0.264,EtOH,30_mins,121,122,Model,2
26,Alc,male,54,7,4,0.304,EtOH,30_mins,120,115,Model,2
28,Ctrl,male,54,7,4,0.27,EtOH,30_mins,121,115,Model,2
29,Alc,male,54,7,4,0.262,EtOH,30_mins,122,124,Model,2
30,Alc,male,54,7,4,0.32,EtOH,30_mins,121,118,Model,2
31,Ctrl,male,54,7,4,0.203,EtOH,30_mins,121,122,Model,2
32,Alc,male,54,7,4,0.261,EtOH,30_mins,121,120,Model,2
17,Alc,female,54,8,4,0.203,EtOH,24_hrs,121,105,Model,2
18,Alc,female,54,8,4,0.195,EtOH,24_hrs,114,104,Model,2
19,Alc,female,54,8,4,0.178,EtOH,24_hrs,117,100,Model,2
20,Alc,female,54,8,4,0.221,EtOH,24_hrs,115,115,Model,2
21,Ctrl,female,54,8,4,0.204,EtOH,24_hrs,124,97,Model,2
22,Alc,female,54,8,4,0.184,EtOH,24_hrs,111,108,Model,2
23,Ctrl,female,54,8,4,0.193,EtOH,24_hrs,119,97,Model,2
24,Alc,female,54,8,4,0.183,EtOH,24_hrs,117,102,Model,2
25,Alc,male,54,8,4,0.264,EtOH,24_hrs,108,103,Model,2
26,Alc,male,54,8,4,0.304,EtOH,24_hrs,112,86,Model,2
28,Ctrl,male,54,8,4,0.27,EtOH,24_hrs,111,99,Model,2
29,Alc,male,54,8,4,0.262,EtOH,24_hrs,121,95,Model,2
30,Alc,male,54,8,4,0.32,EtOH,24_hrs,113,78,Model,2
31,Ctrl,male,54,8,4,0.203,EtOH,24_hrs,122,88,Model,2
32,Alc,male,54,8,4,0.261,EtOH,24_hrs,119,78,Model,2
17,Alc,female,55,8,4,0.196,H2O,start,124,123,Model,2
18,Alc,female,55,8,4,0.189,H2O,start,122,123,Model,2
19,Alc,female,55,8,4,0.173,H2O,start,123,124,Model,2
20,Alc,female,55,8,4,0.216,H2O,start,123,124,Model,2
21,Ctrl,female,55,8,4,0.206,H2O,start,124,125,Model,2
22,Alc,female,55,8,4,0.191,H2O,start,123,124,Model,2
23,Ctrl,female,55,8,4,0.193,H2O,start,123,123,Model,2
24,Alc,female,55,8,4,0.18,H2O,start,122,123,Model,2
25,Alc,male,55,8,4,0.267,H2O,start,123,124,Model,2
26,Alc,male,55,8,4,0.306,H2O,start,123,123,Model,2
28,Ctrl,male,55,8,4,0.266,H2O,start,125,122,Model,2
29,Alc,male,55,8,4,0.269,H2O,start,122,123,Model,2
30,Alc,male,55,8,4,0.32,H2O,start,124,124,Model,2
31,Ctrl,male,55,8,4,0.258,H2O,start,124,123,Model,2
32,Alc,male,55,8,4,0.268,H2O,start,122,123,Model,2
17,Alc,female,55,9,4,0.196,H2O,24_hrs,116,104,Model,2
18,Alc,female,55,9,4,0.189,H2O,24_hrs,116,101,Model,2
19,Alc,female,55,9,4,0.173,H2O,24_hrs,119,95,Model,2
20,Alc,female,55,9,4,0.216,H2O,24_hrs,92,122,Model,2
21,Ctrl,female,55,9,4,0.206,H2O,24_hrs,122,92,Model,2
22,Alc,female,55,9,4,0.191,H2O,24_hrs,106,110,Model,2
23,Ctrl,female,55,9,4,0.193,H2O,24_hrs,96,123,Model,2
24,Alc,female,55,9,4,0.18,H2O,24_hrs,120,99,Model,2
25,Alc,male,55,9,4,0.267,H2O,24_hrs,74,121,Model,2
26,Alc,male,55,9,4,0.306,H2O,24_hrs,115,79,Model,2
28,Ctrl,male,55,9,4,0.266,H2O,24_hrs,109,99,Model,2
29,Alc,male,55,9,4,0.269,H2O,24_hrs,122,90,Model,2
30,Alc,male,55,9,4,0.32,H2O,24_hrs,68,123,Model,2
31,Ctrl,male,55,9,4,0.258,H2O,24_hrs,84,123,Model,2
32,Alc,male,55,9,4,0.268,H2O,24_hrs,78,122,Model,2
17,Alc,female,56,9,5,0.199,EtOH,start,124,121,Model,2
18,Alc,female,56,9,5,0.195,EtOH,start,121,124,Model,2
19,Alc,female,56,9,5,0.182,EtOH,start,121,123,Model,2
20,Alc,female,56,9,5,0.229,EtOH,start,121,123,Model,2
21,Ctrl,female,56,9,5,0.212,EtOH,start,123,123,Model,2
22,Alc,female,56,9,5,0.186,EtOH,start,121,122,Model,2
23,Ctrl,female,56,9,5,0.199,EtOH,start,123,123,Model,2
24,Alc,female,56,9,5,0.192,EtOH,start,121,123,Model,2
25,Alc,male,56,9,5,0.284,EtOH,start,119,123,Model,2
26,Alc,male,56,9,5,0.324,EtOH,start,120,123,Model,2
28,Ctrl,male,56,9,5,0.282,EtOH,start,122,122,Model,2
29,Alc,male,56,9,5,0.271,EtOH,start,120,123,Model,2
30,Alc,male,56,9,5,0.332,EtOH,start,121,123,Model,2
31,Ctrl,male,56,9,5,0.271,EtOH,start,124,123,Model,2
32,Alc,male,56,9,5,0.281,EtOH,start,122,123,Model,2
17,Alc,female,56,9,5,0.199,EtOH,30_mins,123,121,Model,2
18,Alc,female,56,9,5,0.195,EtOH,30_mins,120,120,Model,2
19,Alc,female,56,9,5,0.182,EtOH,30_mins,121,122,Model,2
20,Alc,female,56,9,5,0.229,EtOH,30_mins,120,121,Model,2
21,Ctrl,female,56,9,5,0.212,EtOH,30_mins,123,122,Model,2
22,Alc,female,56,9,5,0.186,EtOH,30_mins,120,122,Model,2
23,Ctrl,female,56,9,5,0.199,EtOH,30_mins,123,121,Model,2
24,Alc,female,56,9,5,0.192,EtOH,30_mins,121,119,Model,2
25,Alc,male,56,9,5,0.284,EtOH,30_mins,119,122,Model,2
26,Alc,male,56,9,5,0.324,EtOH,30_mins,120,118,Model,2
28,Ctrl,male,56,9,5,0.282,EtOH,30_mins,120,122,Model,2
29,Alc,male,56,9,5,0.271,EtOH,30_mins,120,122,Model,2
30,Alc,male,56,9,5,0.332,EtOH,30_mins,121,118,Model,2
31,Ctrl,male,56,9,5,0.271,EtOH,30_mins,120,122,Model,2
32,Alc,male,56,9,5,0.281,EtOH,30_mins,122,117,Model,2
17,Alc,female,56,10,5,0.199,EtOH,24_hrs,121,83,Model,2
18,Alc,female,56,10,5,0.195,EtOH,24_hrs,119,81,Model,2
19,Alc,female,56,10,5,0.182,EtOH,24_hrs,117,95,Model,2
20,Alc,female,56,10,5,0.229,EtOH,24_hrs,119,95,Model,2
21,Ctrl,female,56,10,5,0.212,EtOH,24_hrs,99,119,Model,2
22,Alc,female,56,10,5,0.186,EtOH,24_hrs,118,96,Model,2
23,Ctrl,female,56,10,5,0.199,EtOH,24_hrs,118,106,Model,2
24,Alc,female,56,10,5,0.192,EtOH,24_hrs,118,93,Model,2
25,Alc,male,56,10,5,0.284,EtOH,24_hrs,111,96,Model,2
26,Alc,male,56,10,5,0.324,EtOH,24_hrs,112,82,Model,2
28,Ctrl,male,56,10,5,0.282,EtOH,24_hrs,85,119,Model,2
29,Alc,male,56,10,5,0.271,EtOH,24_hrs,94,114,Model,2
30,Alc,male,56,10,5,0.332,EtOH,24_hrs,105,73,Model,2
31,Ctrl,male,56,10,5,0.271,EtOH,24_hrs,84,119,Model,2
32,Alc,male,56,10,5,0.281,EtOH,24_hrs,120,73,Model,2
17,Alc,female,57,10,5,0.209,H2O,start,121,123,Model,2
18,Alc,female,57,10,5,0.193,H2O,start,123,122,Model,2
19,Alc,female,57,10,5,0.181,H2O,start,125,120,Model,2
20,Alc,female,57,10,5,0.228,H2O,start,122,123,Model,2
21,Ctrl,female,57,10,5,0.219,H2O,start,123,125,Model,2
22,Alc,female,57,10,5,0.19,H2O,start,123,123,Model,2
23,Ctrl,female,57,10,5,0.197,H2O,start,124,123,Model,2
24,Alc,female,57,10,5,0.192,H2O,start,121,122,Model,2
25,Alc,male,57,10,5,0.282,H2O,start,122,122,Model,2
26,Alc,male,57,10,5,0.323,H2O,start,122,122,Model,2
28,Ctrl,male,57,10,5,0.288,H2O,start,123,123,Model,2
29,Alc,male,57,10,5,0.269,H2O,start,123,123,Model,2
30,Alc,male,57,10,5,0.332,H2O,start,123,122,Model,2
31,Ctrl,male,57,10,5,0.277,H2O,start,124,122,Model,2
32,Alc,male,57,10,5,0.281,H2O,start,123,124,Model,2
17,Alc,female,57,11,5,0.209,H2O,24_hrs,88,121,Model,2
18,Alc,female,57,11,5,0.193,H2O,24_hrs,80,120,Model,2
19,Alc,female,57,11,5,0.181,H2O,24_hrs,94,111,Model,2
20,Alc,female,57,11,5,0.228,H2O,24_hrs,95,118,Model,2
21,Ctrl,female,57,11,5,0.219,H2O,24_hrs,88,123,Model,2
22,Alc,female,57,11,5,0.19,H2O,24_hrs,96,123,Model,2
23,Ctrl,female,57,11,5,0.197,H2O,24_hrs,95,121,Model,2
24,Alc,female,57,11,5,0.192,H2O,24_hrs,105,105,Model,2
25,Alc,male,57,11,5,0.282,H2O,24_hrs,81,118,Model,2
26,Alc,male,57,11,5,0.323,H2O,24_hrs,117,77,Model,2
28,Ctrl,male,57,11,5,0.288,H2O,24_hrs,107,97,Model,2
29,Alc,male,57,11,5,0.269,H2O,24_hrs,122,68,Model,2
30,Alc,male,57,11,5,0.332,H2O,24_hrs,73,120,Model,2
31,Ctrl,male,57,11,5,0.277,H2O,24_hrs,88,119,Model,2
32,Alc,male,57,11,5,0.281,H2O,24_hrs,70,123,Model,2
17,Alc,female,58,11,6,0.207,EtOH,start,120,122,Model,2
18,Alc,female,58,11,6,0.186,EtOH,start,121,123,Model,2
19,Alc,female,58,11,6,0.199,EtOH,start,120,122,Model,2
20,Alc,female,58,11,6,0.227,EtOH,start,120,122,Model,2
21,Ctrl,female,58,11,6,0.223,EtOH,start,124,123,Model,2
22,Alc,female,58,11,6,0.181,EtOH,start,120,123,Model,2
23,Ctrl,female,58,11,6,0.191,EtOH,start,123,121,Model,2
