RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch
52,Str,female,49,3,1,0.158,H2O,24_hrs,97,118,Model,4
53,Alc,female,49,3,1,0.156,H2O,24_hrs,121,119,Model,4
54,Ctrl,female,49,3,1,0.16,H2O,24_hrs,109,115,Model,4
56,Alc,female,49,3,1,0.164,H2O,24_hrs,117,107,Model,4
57,Str,female,49,3,1,0.161,H2O,24_hrs,121,91,Model,4
58,Alc+Str,female,49,3,1,0.153,H2O,24_hrs,119,88,Model,4
59,Ctrl,female,49,3,1,0.151,H2O,24_hrs,119,94,Model,4
61,Alc,male,49,3,1,0.141,H2O,24_hrs,97,117,Model,4
62,Alc+Str,male,49,3,1,0.165,H2O,24_hrs,110,101,Model,4
63,Ctrl,male,49,3,1,0.189,H2O,24_hrs,119,90,Model,4
64,Ctrl,male,49,3,1,0.195,H2O,24_hrs,119,83,Model,4
65,Str,male,49,3,1,0.189,H2O,24_hrs,109,103,Model,4
66,Alc+Str,male,49,3,1,0.206,H2O,24_hrs,113,94,Model,4
67,Alc,male,49,3,1,0.21,H2O,24_hrs,98,102,Model,4
52,Str,female,50,3,2,0.166,EtOH,start,122,122,Model,4
53,Alc,female,50,3,2,0.15,EtOH,start,121,123,Model,4
54,Ctrl,female,50,3,2,0.165,EtOH,start,124,122,Model,4
56,Alc,female,50,3,2,0.168,EtOH,start,120,123,Model,4
57,Str,female,50,3,2,0.171,EtOH,start,123,124,Model,4
58,Alc+Str,female,50,3,2,0.16,EtOH,start,120,121,Model,4
59,Ctrl,female,50,3,2,0.156,EtOH,start,113,123,Model,4
61,Alc,male,50,3,2,0.15,EtOH,start,121,122,Model,4
62,Alc+Str,male,50,3,2,0.168,EtOH,start,120,121,Model,4
63,Ctrl,male,50,3,2,0.198,EtOH,start,123,120,Model,4
64,Ctrl,male,50,3,2,0.204,EtOH,start,122,122,Model,4
65,Str,male,50,3,2,0.195,EtOH,start,119,122,Model,4
66,Alc+Str,male,50,3,2,0.209,EtOH,start,120,123,Model,4
67,Alc,male,50,3,2,0.219,EtOH,start,120,122,Model,4
52,Str,female,50,4,2,0.166,EtOH,30_mins,122,120,Model,4
53,Alc,female,50,4,2,0.15,EtOH,30_mins,121,123,Model,4
54,Ctrl,female,50,4,2,0.165,EtOH,30_mins,122,122,Model,4
56,Alc,female,50,4,2,0.168,EtOH,30_mins,120,119,Model,4
57,Str,female,50,4,2,0.171,EtOH,30_mins,120,121,Model,4
58,Alc+Str,female,50,4,2,0.16,EtOH,30_mins,120,121,Model,4
59,Ctrl,female,50,4,2,0.156,EtOH,30_mins,110,122,Model,4
61,Alc,male,50,4,2,0.15,EtOH,30_mins,121,122,Model,4
62,Alc+Str,male,50,4,2,0.168,EtOH,30_mins,119,121,Model,4
63,Ctrl,male,50,4,2,0.198,EtOH,30_mins,123,117,Model,4
64,Ctrl,male,50,4,2,0.204,EtOH,30_mins,121,121,Model,4
65,Str,male,50,4,2,0.195,EtOH,30_mins,118,121,Model,4
66,Alc+Str,male,50,4,2,0.209,EtOH,30_mins,118,119,Model,4
67,Alc,male,50,4,2,0.219,EtOH,30_mins,117,119,Model,4
52,Str,female,50,4,2,0.166,EtOH,24_hrs,95,112,Model,4
53,Alc,female,50,4,2,0.15,EtOH,24_hrs,118,115,Model,4
54,Ctrl,female,50,4,2,0.165,EtOH,24_hrs,97,117,Model,4
56,Alc,female,50,4,2,0.168,EtOH,24_hrs,118,85,Model,4
57,Str,female,50,4,2,0.171,EtOH,24_hrs,95,121,Model,4
58,Alc+Str,female,50,4,2,0.16,EtOH,24_hrs,115,92,Model,4
59,Ctrl,female,50,4,2,0.156,EtOH,24_hrs,88,115,Model,4
61,Alc,male,50,4,2,0.15,EtOH,24_hrs,118,97,Model,4
62,Alc+Str,male,50,4,2,0.168,EtOH,24_hrs,107,119,Model,4
63,Ctrl,male,50,4,2,0.198,EtOH,24_hrs,92,114,Model,4
64,Ctrl,male,50,4,2,0.204,EtOH,24_hrs,88,115,Model,4
65,Str,male,50,4,2,0.195,EtOH,24_hrs,113,97,Model,4
66,Alc+Str,male,50,4,2,0.209,EtOH,24_hrs,111,95,Model,4
67,Alc,male,50,4,2,0.219,EtOH,24_hrs,118,78,Model,4
52,Str,female,51,5,2,0.116,H2O,start,124,123,Model,4
53,Alc,female,51,5,2,0.144,H2O,start,124,122,Model,4
54,Ctrl,female,51,5,2,0.173,H2O,start,124,123,Model,4
56,Alc,female,51,5,2,0.169,H2O,start,124,123,Model,4
57,Str,female,51,5,2,0.171,H2O,start,124,124,Model,4
58,Alc+Str,female,51,5,2,0.169,H2O,start,124,124,Model,4
59,Ctrl,female,51,5,2,0.159,H2O,start,123,123,Model,4
61,Alc,male,51,5,2,0.162,H2O,start,124,122,Model,4
62,Alc+Str,male,51,5,2,0.171,H2O,start,123,122,Model,4
63,Ctrl,male,51,5,2,0.21,H2O,start,124,123,Model,4
64,Ctrl,male,51,5,2,0.211,H2O,start,123,123,Model,4
65,Str,male,51,5,2,0.205,H2O,start,122,122,Model,4
66,Alc+Str,male,51,5,2,0.216,H2O,start,123,122,Model,4
67,Alc,male,51,5,2,0.23,H2O,start,123,123,Model,4
52,Str,female,51,5,2,0.116,H2O,48_hrs,116,65,Model,4
53,Alc,female,51,5,2,0.144,H2O,48_hrs,123,121,Model,4
54,Ctrl,female,51,5,2,0.173,H2O,48_hrs,86,102,Model,4
56,Alc,female,51,5,2,0.169,H2O,48_hrs,121,56,Model,4
57,Str,female,51,5,2,0.171,H2O,48_hrs,123,74,Model,4
58,Alc+Str,female,51,5,2,0.169,H2O,48_hrs,77,93,Model,4
59,Ctrl,female,51,5,2,0.159,H2O,48_hrs,122,60,Model,4
61,Alc,male,51,5,2,0.162,H2O,48_hrs,113,78,Model,4
62,Alc+Str,male,51,5,2,0.171,H2O,48_hrs,95,66,Model,4
63,Ctrl,male,51,5,2,0.21,H2O,48_hrs,86,93,Model,4
64,Ctrl,male,51,5,2,0.211,H2O,48_hrs,66,119,Model,4
65,Str,male,51,5,2,0.205,H2O,48_hrs,114,62,Model,4
66,Alc+Str,male,51,5,2,0.216,H2O,48_hrs,28,106,Model,4
67,Alc,male,51,5,2,0.23,H2O,48_hrs,62,93,Model,4
52,Str,female,53,5,3,0.172,EtOH,start,122,123,Model,4
53,Alc,female,53,5,3,0.149,EtOH,start,120,121,Model,4
54,Ctrl,female,53,5,3,0.177,EtOH,start,122,124,Model,4
56,Alc,female,53,5,3,0.178,EtOH,start,120,121,Model,4
57,Str,female,53,5,3,0.182,EtOH,start,123,122,Model,4
58,Alc+Str,female,53,5,3,0.177,EtOH,start,120,121,Model,4
59,Ctrl,female,53,5,3,0.17,EtOH,start,123,124,Model,4
61,Alc,male,53,5,3,0.17,EtOH,start,118,123,Model,4
62,Alc+Str,male,53,5,3,0.197,EtOH,start,119,123,Model,4
63,Ctrl,male,53,5,3,0.235,EtOH,start,123,124,Model,4
64,Ctrl,male,53,5,3,0.224,EtOH,start,122,122,Model,4
65,Str,male,53,5,3,0.22,EtOH,start,123,121,Model,4
66,Alc+Str,male,53,5,3,0.279,EtOH,start,120,122,Model,4
67,Alc,male,53,5,3,0.249,EtOH,start,112,125,Model,4
52,Str,female,53,6,3,0.172,EtOH,30_mins,121,121,Model,4
53,Alc,female,53,6,3,0.149,EtOH,30_mins,118,103,Model,4
54,Ctrl,female,53,6,3,0.177,EtOH,30_mins,118,123,Model,4
56,Alc,female,53,6,3,0.178,EtOH,30_mins,118,119,Model,4
57,Str,female,53,6,3,0.182,EtOH,30_mins,121,116,Model,4
58,Alc+Str,female,53,6,3,0.177,EtOH,30_mins,116,120,Model,4
59,Ctrl,female,53,6,3,0.17,EtOH,30_mins,121,119,Model,4
61,Alc,male,53,6,3,0.17,EtOH,30_mins,118,122,Model,4
62,Alc+Str,male,53,6,3,0.197,EtOH,30_mins,118,121,Model,4
63,Ctrl,male,53,6,3,0.235,EtOH,30_mins,122,120,Model,4
64,Ctrl,male,53,6,3,0.224,EtOH,30_mins,120,121,Model,4
65,Str,male,53,6,3,0.22,EtOH,30_mins,123,120,Model,4
66,Alc+Str,male,53,6,3,0.279,EtOH,30_mins,118,121,Model,4
67,Alc,male,53,6,3,0.249,EtOH,30_mins,111,124,Model,4
52,Str,female,53,6,3,0.172,EtOH,24_hrs,119,96,Model,4
53,Alc,female,53,6,3,0.149,EtOH,24_hrs,113,75,Model,4
54,Ctrl,female,53,6,3,0.177,EtOH,24_hrs,99,116,Model,4
56,Alc,female,53,6,3,0.178,EtOH,24_hrs,112,95,Model,4
57,Str,female,53,6,3,0.182,EtOH,24_hrs,107,112,Model,4
58,Alc+Str,female,53,6,3,0.177,EtOH,24_hrs,113,97,Model,4
59,Ctrl,female,53,6,3,0.17,EtOH,24_hrs,118,96,Model,4
61,Alc,male,53,6,3,0.17,EtOH,24_hrs,116,93,Model,4
62,Alc+Str,male,53,6,3,0.197,EtOH,24_hrs,107,105,Model,4
63,Ctrl,male,53,6,3,0.235,EtOH,24_hrs,118,116,Model,4
64,Ctrl,male,53,6,3,0.224,EtOH,24_hrs,119,100,Model,4
65,Str,male,53,6,3,0.22,EtOH,24_hrs,96,118,Model,4
66,Alc+Str,male,53,6,3,0.279,EtOH,24_hrs,110,106,Model,4
67,Alc,male,53,6,3,0.249,EtOH,24_hrs,107,83,Model,4
52,Str,female,54,7,3,0.173,H2O,start,123,122,Model,4
53,Alc,female,54,7,3,0.167,H2O,start,124,122,Model,4
54,Ctrl,female,54,7,3,0.185,H2O,start,124,122,Model,4
56,Alc,female,54,7,3,0.181,H2O,start,122,123,Model,4
57,Str,female,54,7,3,0.175,H2O,start,122,124,Model,4
58,Alc+Str,female,54,7,3,0.177,H2O,start,123,123,Model,4
59,Ctrl,female,54,7,3,0.17,H2O,start,122,123,Model,4
61,Alc,male,54,7,3,0.176,H2O,start,122,123,Model,4
62,Alc+Str,male,54,7,3,0.189,H2O,start,123,123,Model,4
63,Ctrl,male,54,7,3,0.23,H2O,start,122,123,Model,4
64,Ctrl,male,54,7,3,0.226,H2O,start,123,123,Model,4
65,Str,male,54,7,3,0.223,H2O,start,123,122,Model,4
66,Alc+Str,male,54,7,3,0.236,H2O,start,121,123,Model,4
67,Alc,male,54,7,3,0.247,H2O,start,122,122,Model,4
52,Str,female,54,7,3,0.173,H2O,24_hrs,123,84,Model,4
53,Alc,female,54,7,3,0.167,H2O,24_hrs,122,120,Model,4
54,Ctrl,female,54,7,3,0.185,H2O,24_hrs,121,95,Model,4
56,Alc,female,54,7,3,0.181,H2O,24_hrs,91,122,Model,4
57,Str,female,54,7,3,0.175,H2O,24_hrs,118,95,Model,4
58,Alc+Str,female,54,7,3,0.177,H2O,24_hrs,110,96,Model,4
59,Ctrl,female,54,7,3,0.17,H2O,24_hrs,106,105,Model,4
61,Alc,male,54,7,3,0.176,H2O,24_hrs,102,108,Model,4
62,Alc+Str,male,54,7,3,0.189,H2O,24_hrs,112,89,Model,4
63,Ctrl,male,54,7,3,0.23,H2O,24_hrs,84,118,Model,4
64,Ctrl,male,54,7,3,0.226,H2O,24_hrs,115,84,Model,4
65,Str,male,54,7,3,0.223,H2O,24_hrs,108,103,Model,4
66,Alc+Str,male,54,7,3,0.236,H2O,24_hrs,92,108,Model,4
67,Alc,male,54,7,3,0.247,H2O,24_hrs,115,83,Model,4
52,Str,female,55,7,4,0.158,EtOH,start,123,123,Model,4
53,Alc,female,55,7,4,0.159,EtOH,start,118,122,Model,4
54,Ctrl,female,55,7,4,0.187,EtOH,start,122,124,Model,4
56,Alc,female,55,7,4,0.186,EtOH,start,120,124,Model,4
57,Str,female,55,7,4,0.182,EtOH,start,122,121,Model,4
58,Alc+Str,female,55,7,4,0.182,EtOH,start,119,123,Model,4
59,Ctrl,female,55,7,4,0.174,EtOH,start,121,126,Model,4
61,Alc,male,55,7,4,0.187,EtOH,start,118,123,Model,4
62,Alc+Str,male,55,7,4,0.204,EtOH,start,119,123,Model,4
63,Ctrl,male,55,7,4,0.238,EtOH,start,120,123,Model,4
64,Ctrl,male,55,7,4,0.237,EtOH,start,135,122,Model,4
65,Str,male,55,7,4,0.237,EtOH,start,122,121,Model,4
66,Alc+Str,male,55,7,4,0.245,EtOH,start,119,122,Model,4
67,Alc,male,55,7,4,0.257,EtOH,start,120,121,Model,4
52,Str,female,55,8,4,0.158,EtOH,30_mins,122,118,Model,4
53,Alc,female,55,8,4,0.159,EtOH,30_mins,113,121,Model,4
54,Ctrl,female,55,8,4,0.187,EtOH,30_mins,121,123,Model,4
56,Alc,female,55,8,4,0.186,EtOH,30_mins,116,123,Model,4
57,Str,female,55,8,4,0.182,EtOH,30_mins,118,120,Model,4
58,Alc+Str,female,55,8,4,0.182,EtOH,30_mins,118,120,Model,4
59,Ctrl,female,55,8,4,0.174,EtOH,30_mins,120,124,Model,4
61,Alc,male,55,8,4,0.187,EtOH,30_mins,118,120,Model,4
62,Alc+Str,male,55,8,4,0.204,EtOH,30_mins,116,122,Model,4
63,Ctrl,male,55,8,4,0.238,EtOH,30_mins,119,122,Model,4
64,Ctrl,male,55,8,4,0.237,EtOH,30_mins,132,120,Model,4
65,Str,male,55,8,4,0.237,EtOH,30_mins,121,119,Model,4
66,Alc+Str,male,55,8,4,0.245,EtOH,30_mins,117,121,Model,4
67,Alc,male,55,8,4,0.257,EtOH,30_mins,118,120,Model,4
52,Str,female,55,8,4,0.158,EtOH,24_hrs,120,83,Model,4
53,Alc,female,55,8,4,0.159,EtOH,24_hrs,112,121,Model,4
54,Ctrl,female,55,8,4,0.187,EtOH,24_hrs,115,103,Model,4
56,Alc,female,55,8,4,0.186,EtOH,24_hrs,112,95,Model,4
57,Str,female,55,8,4,0.182,EtOH,24_hrs,91,116,Model,4
58,Alc+Str,female,55,8,4,0.182,EtOH,24_hrs,118,84,Model,4
59,Ctrl,female,55,8,4,0.174,EtOH,24_hrs,91,125,Model,4
61,Alc,male,55,8,4,0.187,EtOH,24_hrs,117,91,Model,4
62,Alc+Str,male,55,8,4,0.204,EtOH,24_hrs,114,91,Model,4
63,Ctrl,male,55,8,4,0.238,EtOH,24_hrs,104,102,Model,4
64,Ctrl,male,55,8,4,0.237,EtOH,24_hrs,95,118,Model,4
65,Str,male,55,8,4,0.237,EtOH,24_hrs,118,90,Model,4
66,Alc+Str,male,55,8,4,0.245,EtOH,24_hrs,110,98,Model,4
67,Alc,male,55,8,4,0.257,EtOH,24_hrs,111,93,Model,4
52,Str,female,56,9,4,0.174,H2O,start,122,122,Model,4
53,Alc,female,56,9,4,0.153,H2O,start,121,122,Model,4
54,Ctrl,female,56,9,4,0.188,H2O,start,122,122,Model,4
56,Alc,female,56,9,4,0.186,H2O,start,121,122,Model,4
57,Str,female,56,9,4,0.183,H2O,start,120,122,Model,4
58,Alc+Str,female,56,9,4,0.181,H2O,start,122,124,Model,4
59,Ctrl,female,56,9,4,0.172,H2O,start,121,123,Model,4
61,Alc,male,56,9,4,0.192,H2O,start,122,121,Model,4
62,Alc+Str,male,56,9,4,0.214,H2O,start,120,123,Model,4
63,Ctrl,male,56,9,4,0.241,H2O,start,121,122,Model,4
64,Ctrl,male,56,9,4,0.241,H2O,start,122,123,Model,4
65,Str,male,56,9,4,0.234,H2O,start,120,122,Model,4
66,Alc+Str,male,56,9,4,0.248,H2O,start,122,121,Model,4
67,Alc,male,56,9,4,0.265,H2O,start,122,121,Model,4
52,Str,female,56,9,4,0.174,H2O,24_hrs,102,113,Model,4
53,Alc,female,56,9,4,0.153,H2O,24_hrs,120,121,Model,4
54,Ctrl,female,56,9,4,0.188,H2O,24_hrs,113,96,Model,4
56,Alc,female,56,9,4,0.186,H2O,24_hrs,89,113,Model,4
57,Str,female,56,9,4,0.183,H2O,24_hrs,95,117,Model,4
58,Alc+Str,female,56,9,4,0.181,H2O,24_hrs,111,94,Model,4
59,Ctrl,female,56,9,4,0.172,H2O,24_hrs,107,103,Model,4
61,Alc,male,56,9,4,0.192,H2O,24_hrs,91,118,Model,4
62,Alc+Str,male,56,9,4,0.214,H2O,24_hrs,93,117,Model,4
63,Ctrl,male,56,9,4,0.241,H2O,24_hrs,86,120,Model,4
64,Ctrl,male,56,9,4,0.241,H2O,24_hrs,101,103,Model,4
65,Str,male,56,9,4,0.234,H2O,24_hrs,111,102,Model,4
66,Alc+Str,male,56,9,4,0.248,H2O,24_hrs,119,77,Model,4
67,Alc,male,56,9,4,0.265,H2O,24_hrs,77,111,Model,4
52,Str,female,57,9,5,0.177,EtOH,start,124,130,Model,4
53,Alc,female,57,9,5,0.148,EtOH,start,121,123,Model,4
54,Ctrl,female,57,9,5,0.193,EtOH,start,120,124,Model,4
56,Alc,female,57,9,5,0.193,EtOH,start,121,123,Model,4
57,Str,female,57,9,5,0.192,EtOH,start,124,122,Model,4
58,Alc+Str,female,57,9,5,0.182,EtOH,start,121,122,Model,4
59,Ctrl,female,57,9,5,0.178,EtOH,start,121,123,Model,4
61,Alc,male,57,9,5,0.2,EtOH,start,119,124,Model,4
62,Alc+Str,male,57,9,5,0.214,EtOH,start,122,121,Model,4
63,Ctrl,male,57,9,5,0.254,EtOH,start,120,122,Model,4
64,Ctrl,male,57,9,5,0.251,EtOH,start,121,124,Model,4
65,Str,male,57,9,5,0.242,EtOH,start,121,122,Model,4
66,Alc+Str,male,57,9,5,0.256,EtOH,start,121,122,Model,4
67,Alc,male,57,9,5,0.273,EtOH,start,121,123,Model,4
52,Str,female,57,10,5,0.177,EtOH,30_mins,123,128,Model,4
53,Alc,female,57,10,5,0.148,EtOH,30_mins,116,123,Model,4
54,Ctrl,female,57,10,5,0.193,EtOH,30_mins,119,123,Model,4
56,Alc,female,57,10,5,0.193,EtOH,30_mins,120,120,Model,4
57,Str,female,57,10,5,0.192,EtOH,30_mins,119,121,Model,4
58,Alc+Str,female,57,10,5,0.182,EtOH,30_mins,121,121,Model,4
59,Ctrl,female,57,10,5,0.178,EtOH,30_mins,120,122,Model,4
61,Alc,male,57,10,5,0.2,EtOH,30_mins,119,123,Model,4
62,Alc+Str,male,57,10,5,0.214,EtOH,30_mins,121,121,Model,4
63,Ctrl,male,57,10,5,0.254,EtOH,30_mins,117,121,Model,4
64,Ctrl,male,57,10,5,0.251,EtOH,30_mins,119,124,Model,4
65,Str,male,57,10,5,0.242,EtOH,30_mins,119,118,Model,4
66,Alc+Str,male,57,10,5,0.256,EtOH,30_mins,118,121,Model,4
67,Alc,male,57,10,5,0.273,EtOH,30_mins,121,117,Model,4
52,Str,female,57,10,5,0.177,EtOH,24_hrs,117,107,Model,4
53,Alc,female,57,10,5,0.148,EtOH,24_hrs,105,122,Model,4
54,Ctrl,female,57,10,5,0.193,EtOH,24_hrs,111,97,Model,4
56,Alc,female,57,10,5,0.193,EtOH,24_hrs,111,92,Model,4
57,Str,female,57,10,5,0.192,EtOH,24_hrs,111,97,Model,4
58,Alc+Str,female,57,10,5,0.182,EtOH,24_hrs,120,89,Model,4
59,Ctrl,female,57,10,5,0.178,EtOH,24_hrs,87,121,Model,4
61,Alc,male,57,10,5,0.2,EtOH,24_hrs,118,89,Model,4
62,Alc+Str,male,57,10,5,0.214,EtOH,24_hrs,110,104,Model,4
63,Ctrl,male,57,10,5,0.254,EtOH,24_hrs,83,120,Model,4
64,Ctrl,male,57,10,5,0.251,EtOH,24_hrs,101,122,Model,4
65,Str,male,57,10,5,0.242,EtOH,24_hrs,65,101,Model,4
66,Alc+Str,male,57,10,5,0.256,EtOH,24_hrs,110,97,Model,4
67,Alc,male,57,10,5,0.273,EtOH,24_hrs,75,119,Model,4
52,Str,female,58,11,5,0.172,H2O,start,124,124,Model,4
53,Alc,female,58,11,5,0.154,H2O,start,124,124,Model,4
54,Ctrl,female,58,11,5,0.2,H2O,start,123,124,Model,4
56,Alc,female,58,11,5,0.2,H2O,start,123,123,Model,4
57,Str,female,58,11,5,0.186,H2O,start,123,123,Model,4
58,Alc+Str,female,58,11,5,0.187,H2O,start,123,125,Model,4
59,Ctrl,female,58,11,5,0.187,H2O,start,123,125,Model,4
61,Alc,male,58,11,5,0.204,H2O,start,122,125,Model,4
62,Alc+Str,male,58,11,5,0.227,H2O,start,124,124,Model,4
63,Ctrl,male,58,11,5,0.26,H2O,start,124,122,Model,4
64,Ctrl,male,58,11,5,0.26,H2O,start,123,122,Model,4
65,Str,male,58,11,5,0.251,H2O,start,123,122,Model,4
66,Alc+Str,male,58,11,5,0.198,H2O,start,124,123,Model,4
67,Alc,male,58,11,5,0.28,H2O,start,124,123,Model,4
52,Str,female,58,11,5,0.172,H2O,48_hrs,73,117,Model,4
53,Alc,female,58,11,5,0.154,H2O,48_hrs,123,55,Model,4
54,Ctrl,female,58,11,5,0.2,H2O,48_hrs,117,57,Model,4
56,Alc,female,58,11,5,0.2,H2O,48_hrs,117,58,Model,4
57,Str,female,58,11,5,0.186,H2O,48_hrs,110,78,Model,4
58,Alc+Str,female,58,11,5,0.187,H2O,48_hrs,79,95,Model,4
59,Ctrl,female,58,11,5,0.187,H2O,48_hrs,74,113,Model,4
61,Alc,male,58,11,5,0.204,H2O,48_hrs,113,63,Model,4
62,Alc+Str,male,58,11,5,0.227,H2O,48_hrs,76,89,Model,4
63,Ctrl,male,58,11,5,0.26,H2O,48_hrs,115,49,Model,4
64,Ctrl,male,58,11,5,0.26,H2O,48_hrs,115,37,Model,4
65,Str,male,58,11,5,0.251,H2O,48_hrs,59,112,Model,4
66,Alc+Str,male,58,11,5,0.198,H2O,48_hrs,103,60,Model,4
67,Alc,male,58,11,5,0.28,H2O,48_hrs,28,108,Model,4
52,Str,female,60,11,6,0.187,EtOH,start,122,124,Model,4
53,Alc,female,60,11,6,0.186,EtOH,start,116,122,Model,4
54,Ctrl,female,60,11,6,0.189,EtOH,start,124,124,Model,4
56,Alc,female,60,11,6,0.2,EtOH,start,121,123,Model,4
57,Str,female,60,11,6,0.191,EtOH,start,121,122,Model,4
58,Alc+Str,female,60,11,6,0.189,EtOH,start,120,121,Model,4
59,Ctrl,female,60,11,6,0.187,EtOH,start,123,122,Model,4
61,Alc,male,60,11,6,0.221,EtOH,start,118,125,Model,4
62,Alc+Str,male,60,11,6,0.23,EtOH,start,120,123,Model,4
63,Ctrl,male,60,11,6,0.271,EtOH,start,118,121,Model,4
64,Ctrl,male,60,11,6,0.268,EtOH,start,123,122,Model,4
65,Str,male,60,11,6,0.262,EtOH,start,120,123,Model,4
66,Alc+Str,male,60,11,6,0.272,EtOH,start,119,122,Model,4
67,Alc,male,60,11,6,0.285,EtOH,start,120,123,Model,4
52,Str,female,60,12,6,0.187,EtOH,30_mins,122,119,Model,4
53,Alc,female,60,12,6,0.186,EtOH,30_mins,116,122,Model,4
54,Ctrl,female,60,12,6,0.189,EtOH,30_mins,123,124,Model,4
56,Alc,female,60,12,6,0.2,EtOH,30_mins,119,123,Model,4
57,Str,female,60,12,6,0.191,EtOH,30_mins,120,121,Model,4
58,Alc+Str,female,60,12,6,0.189,EtOH,30_mins,120,119,Model,4
59,Ctrl,female,60,12,6,0.187,EtOH,30_mins,123,122,Model,4
61,Alc,male,60,12,6,0.221,EtOH,30_mins,118,124,Model,4
62,Alc+Str,male,60,12,6,0.23,EtOH,30_mins,119,122,Model,4
63,Ctrl,male,60,12,6,0.271,EtOH,30_mins,118,121,Model,4
64,Ctrl,male,60,12,6,0.268,EtOH,30_mins,120,121,Model,4
65,Str,male,60,12,6,0.262,EtOH,30_mins,118,123,Model,4
66,Alc+Str,male,60,12,6,0.272,EtOH,30_mins,117,122,Model,4
