RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch
127,Ctrl,male,47,3,2,0.162,EtOH,30_mins,125,123,Model,6
128,Str,male,47,3,2,0.209,EtOH,30_mins,118,119,Model,6
129,Ctrl,male,47,3,2,0.196,EtOH,30_mins,117,119,Model,6
130,Alc,male,47,3,2,0.215,EtOH,30_mins,120,121,Model,6
131,Ctrl,male,47,3,2,0.138,EtOH,30_mins,125,123,Model,6
132,Alc,male,47,3,2,0.182,EtOH,30_mins,121,117,Model,6
133,Alc,male,47,3,2,0.216,EtOH,30_mins,119,120,Model,6
134,Str,male,47,3,2,0.204,EtOH,30_mins,118,122,Model,6
135,Alc,male,47,3,2,0.224,EtOH,30_mins,121,121,Model,6
112,Ctrl,female,47,4,2,0.131,EtOH,24_hrs,66,123,Model,6
113,Alc,female,47,4,2,0.187,EtOH,24_hrs,116,104,Model,6
115,Alc,female,47,4,2,0.176,EtOH,24_hrs,108,120,Model,6
116,Ctrl,female,47,4,2,0.191,EtOH,24_hrs,108,101,Model,6
118,Alc,female,47,4,2,0.16,EtOH,24_hrs,113,108,Model,6
119,Str,female,47,4,2,0.167,EtOH,24_hrs,121,84,Model,6
120,Alc,female,47,4,2,0.179,EtOH,24_hrs,120,98,Model,6
121,Ctrl,female,47,4,2,0.195,EtOH,24_hrs,85,121,Model,6
122,Alc,female,47,4,2,0.18,EtOH,24_hrs,117,95,Model,6
123,Str,female,47,4,2,0.193,EtOH,24_hrs,86,122,Model,6
124,Alc,male,47,4,2,0.132,EtOH,24_hrs,119,121,Model,6
125,Alc,male,47,4,2,0.171,EtOH,24_hrs,105,121,Model,6
126,Ctrl,male,47,4,2,0.2,EtOH,24_hrs,100,116,Model,6
127,Ctrl,male,47,4,2,0.162,EtOH,24_hrs,116,123,Model,6
128,Str,male,47,4,2,0.209,EtOH,24_hrs,115,93,Model,6
129,Ctrl,male,47,4,2,0.196,EtOH,24_hrs,108,105,Model,6
130,Alc,male,47,4,2,0.215,EtOH,24_hrs,116,83,Model,6
131,Ctrl,male,47,4,2,0.138,EtOH,24_hrs,124,96,Model,6
132,Alc,male,47,4,2,0.182,EtOH,24_hrs,117,99,Model,6
133,Alc,male,47,4,2,0.216,EtOH,24_hrs,109,98,Model,6
134,Str,male,47,4,2,0.204,EtOH,24_hrs,102,116,Model,6
135,Alc,male,47,4,2,0.224,EtOH,24_hrs,110,100,Model,6
112,Ctrl,female,48,4,2,0.146,H2O,start,119,118,Model,6
113,Alc,female,48,4,2,0.192,H2O,start,124,124,Model,6
115,Alc,female,48,4,2,0.171,H2O,start,125,124,Model,6
116,Ctrl,female,48,4,2,0.179,H2O,start,125,124,Model,6
118,Alc,female,48,4,2,0.176,H2O,start,124,124,Model,6
119,Str,female,48,4,2,0.182,H2O,start,124,124,Model,6
120,Alc,female,48,4,2,0.178,H2O,start,125,125,Model,6
121,Ctrl,female,48,4,2,0.191,H2O,start,124,125,Model,6
122,Alc,female,48,4,2,0.178,H2O,start,124,125,Model,6
123,Str,female,48,4,2,0.191,H2O,start,126,124,Model,6
124,Alc,male,48,4,2,0.125,H2O,start,125,124,Model,6
125,Alc,male,48,4,2,0.177,H2O,start,125,125,Model,6
126,Ctrl,male,48,4,2,0.28,H2O,start,123,125,Model,6
127,Ctrl,male,48,4,2,0.159,H2O,start,124,123,Model,6
128,Str,male,48,4,2,0.208,H2O,start,124,124,Model,6
129,Ctrl,male,48,4,2,0.201,H2O,start,125,123,Model,6
130,Alc,male,48,4,2,0.202,H2O,start,124,122,Model,6
131,Ctrl,male,48,4,2,0.152,H2O,start,124,120,Model,6
132,Alc,male,48,4,2,0.188,H2O,start,122,124,Model,6
133,Alc,male,48,4,2,0.227,H2O,start,124,124,Model,6
134,Str,male,48,4,2,0.208,H2O,start,124,124,Model,6
135,Alc,male,48,4,2,0.243,H2O,start,127,124,Model,6
112,Ctrl,female,48,5,2,0.146,H2O,24_hrs,118,116,Model,6
113,Alc,female,48,5,2,0.192,H2O,24_hrs,93,121,Model,6
115,Alc,female,48,5,2,0.171,H2O,24_hrs,122,94,Model,6
116,Ctrl,female,48,5,2,0.179,H2O,24_hrs,120,91,Model,6
118,Alc,female,48,5,2,0.176,H2O,24_hrs,99,115,Model,6
119,Str,female,48,5,2,0.182,H2O,24_hrs,57,123,Model,6
120,Alc,female,48,5,2,0.178,H2O,24_hrs,123,97,Model,6
121,Ctrl,female,48,5,2,0.191,H2O,24_hrs,95,117,Model,6
122,Alc,female,48,5,2,0.178,H2O,24_hrs,124,86,Model,6
123,Str,female,48,5,2,0.191,H2O,24_hrs,125,88,Model,6
124,Alc,male,48,5,2,0.125,H2O,24_hrs,123,123,Model,6
125,Alc,male,48,5,2,0.177,H2O,24_hrs,76,124,Model,6
126,Ctrl,male,48,5,2,0.28,H2O,24_hrs,81,124,Model,6
127,Ctrl,male,48,5,2,0.159,H2O,24_hrs,123,120,Model,6
128,Str,male,48,5,2,0.208,H2O,24_hrs,117,93,Model,6
129,Ctrl,male,48,5,2,0.201,H2O,24_hrs,122,98,Model,6
130,Alc,male,48,5,2,0.202,H2O,24_hrs,75,123,Model,6
131,Ctrl,male,48,5,2,0.152,H2O,24_hrs,123,95,Model,6
132,Alc,male,48,5,2,0.188,H2O,24_hrs,97,116,Model,6
133,Alc,male,48,5,2,0.227,H2O,24_hrs,97,118,Model,6
134,Str,male,48,5,2,0.208,H2O,24_hrs,124,116,Model,6
135,Alc,male,48,5,2,0.243,H2O,24_hrs,124,85,Model,6
112,Ctrl,female,49,5,3,0.134,EtOH,start,125,124,Model,6
113,Alc,female,49,5,3,0.197,EtOH,start,122,124,Model,6
115,Alc,female,49,5,3,0.184,EtOH,start,120,120,Model,6
116,Ctrl,female,49,5,3,0.188,EtOH,start,126,125,Model,6
118,Alc,female,49,5,3,0.192,EtOH,start,126,125,Model,6
119,Str,female,49,5,3,0.179,EtOH,start,124,123,Model,6
120,Alc,female,49,5,3,0.184,EtOH,start,120,125,Model,6
121,Ctrl,female,49,5,3,0.202,EtOH,start,123,123,Model,6
122,Alc,female,49,5,3,0.188,EtOH,start,128,123,Model,6
123,Str,female,49,5,3,0.192,EtOH,start,123,120,Model,6
124,Alc,male,49,5,3,0.124,EtOH,start,123,125,Model,6
125,Alc,male,49,5,3,0.217,EtOH,start,124,122,Model,6
126,Ctrl,male,49,5,3,0.214,EtOH,start,124,124,Model,6
127,Ctrl,male,49,5,3,0.152,EtOH,start,118,124,Model,6
128,Str,male,49,5,3,0.216,EtOH,start,123,127,Model,6
129,Ctrl,male,49,5,3,0.204,EtOH,start,120,125,Model,6
130,Alc,male,49,5,3,0.232,EtOH,start,123,126,Model,6
131,Ctrl,male,49,5,3,0.162,EtOH,start,124,125,Model,6
132,Alc,male,49,5,3,0.196,EtOH,start,123,126,Model,6
133,Alc,male,49,5,3,0.24,EtOH,start,123,125,Model,6
134,Str,male,49,5,3,0.202,EtOH,start,124,126,Model,6
135,Alc,male,49,5,3,0.253,EtOH,start,123,125,Model,6
112,Ctrl,female,49,5,3,0.134,EtOH,30_mins,121,121,Model,6
113,Alc,female,49,5,3,0.197,EtOH,30_mins,122,121,Model,6
115,Alc,female,49,5,3,0.184,EtOH,30_mins,118,112,Model,6
116,Ctrl,female,49,5,3,0.188,EtOH,30_mins,125,119,Model,6
118,Alc,female,49,5,3,0.192,EtOH,30_mins,118,124,Model,6
119,Str,female,49,5,3,0.179,EtOH,30_mins,120,121,Model,6
120,Alc,female,49,5,3,0.184,EtOH,30_mins,118,122,Model,6
121,Ctrl,female,49,5,3,0.202,EtOH,30_mins,116,122,Model,6
122,Alc,female,49,5,3,0.188,EtOH,30_mins,127,119,Model,6
123,Str,female,49,5,3,0.192,EtOH,30_mins,122,114,Model,6
124,Alc,male,49,5,3,0.124,EtOH,30_mins,106,122,Model,6
125,Alc,male,49,5,3,0.217,EtOH,30_mins,117,120,Model,6
126,Ctrl,male,49,5,3,0.214,EtOH,30_mins,123,122,Model,6
127,Ctrl,male,49,5,3,0.152,EtOH,30_mins,118,115,Model,6
128,Str,male,49,5,3,0.216,EtOH,30_mins,116,118,Model,6
129,Ctrl,male,49,5,3,0.204,EtOH,30_mins,118,121,Model,6
130,Alc,male,49,5,3,0.232,EtOH,30_mins,123,124,Model,6
131,Ctrl,male,49,5,3,0.162,EtOH,30_mins,122,123,Model,6
132,Alc,male,49,5,3,0.196,EtOH,30_mins,119,125,Model,6
133,Alc,male,49,5,3,0.24,EtOH,30_mins,112,125,Model,6
134,Str,male,49,5,3,0.202,EtOH,30_mins,122,118,Model,6
135,Alc,male,49,5,3,0.253,EtOH,30_mins,122,121,Model,6
112,Ctrl,female,49,6,3,0.134,EtOH,24_hrs,115,120,Model,6
113,Alc,female,49,6,3,0.197,EtOH,24_hrs,121,101,Model,6
115,Alc,female,49,6,3,0.184,EtOH,24_hrs,113,92,Model,6
116,Ctrl,female,49,6,3,0.188,EtOH,24_hrs,123,86,Model,6
118,Alc,female,49,6,3,0.192,EtOH,24_hrs,94,116,Model,6
119,Str,female,49,6,3,0.179,EtOH,24_hrs,95,117,Model,6
120,Alc,female,49,6,3,0.184,EtOH,24_hrs,111,103,Model,6
121,Ctrl,female,49,6,3,0.202,EtOH,24_hrs,83,119,Model,6
122,Alc,female,49,6,3,0.188,EtOH,24_hrs,123,91,Model,6
123,Str,female,49,6,3,0.192,EtOH,24_hrs,115,88,Model,6
124,Alc,male,49,6,3,0.124,EtOH,24_hrs,93,91,Model,6
125,Alc,male,49,6,3,0.217,EtOH,24_hrs,61,120,Model,6
126,Ctrl,male,49,6,3,0.214,EtOH,24_hrs,113,108,Model,6
127,Ctrl,male,49,6,3,0.152,EtOH,24_hrs,115,73,Model,6
128,Str,male,49,6,3,0.216,EtOH,24_hrs,113,78,Model,6
129,Ctrl,male,49,6,3,0.204,EtOH,24_hrs,111,101,Model,6
130,Alc,male,49,6,3,0.232,EtOH,24_hrs,120,83,Model,6
131,Ctrl,male,49,6,3,0.162,EtOH,24_hrs,121,105,Model,6
132,Alc,male,49,6,3,0.196,EtOH,24_hrs,95,123,Model,6
133,Alc,male,49,6,3,0.24,EtOH,24_hrs,76,123,Model,6
134,Str,male,49,6,3,0.202,EtOH,24_hrs,100,109,Model,6
135,Alc,male,49,6,3,0.253,EtOH,24_hrs,99,101,Model,6
112,Ctrl,female,50,6,3,0.131,H2O,start,120,125,Model,6
113,Alc,female,50,6,3,0.193,H2O,start,127,127,Model,6
115,Alc,female,50,6,3,0.179,H2O,start,127,127,Model,6
116,Ctrl,female,50,6,3,0.202,H2O,start,128,129,Model,6
118,Alc,female,50,6,3,0.182,H2O,start,124,122,Model,6
119,Str,female,50,6,3,0.181,H2O,start,128,124,Model,6
120,Alc,female,50,6,3,0.19,H2O,start,120,123,Model,6
121,Ctrl,female,50,6,3,0.206,H2O,start,126,124,Model,6
122,Alc,female,50,6,3,0.193,H2O,start,127,123,Model,6
123,Str,female,50,6,3,0.193,H2O,start,127,119,Model,6
124,Alc,male,50,6,3,0.158,H2O,start,122,125,Model,6
125,Alc,male,50,6,3,0.216,H2O,start,124,124,Model,6
126,Ctrl,male,50,6,3,0.211,H2O,start,122,124,Model,6
127,Ctrl,male,50,6,3,0.22,H2O,start,124,124,Model,6
128,Str,male,50,6,3,0.164,H2O,start,123,121,Model,6
129,Ctrl,male,50,6,3,0.224,H2O,start,122,124,Model,6
130,Alc,male,50,6,3,0.209,H2O,start,119,123,Model,6
131,Ctrl,male,50,6,3,0.238,H2O,start,118,122,Model,6
132,Alc,male,50,6,3,0.168,H2O,start,125,124,Model,6
133,Alc,male,50,6,3,0.2,H2O,start,122,125,Model,6
134,Str,male,50,6,3,0.211,H2O,start,123,118,Model,6
135,Alc,male,50,6,3,0.256,H2O,start,119,126,Model,6
112,Ctrl,female,50,7,3,0.131,H2O,48_hrs,121,123,Model,6
113,Alc,female,50,7,3,0.193,H2O,48_hrs,81,122,Model,6
115,Alc,female,50,7,3,0.179,H2O,48_hrs,124,57,Model,6
116,Ctrl,female,50,7,3,0.202,H2O,48_hrs,103,65,Model,6
118,Alc,female,50,7,3,0.182,H2O,48_hrs,120,67,Model,6
119,Str,female,50,7,3,0.181,H2O,48_hrs,64,122,Model,6
120,Alc,female,50,7,3,0.19,H2O,48_hrs,72,108,Model,6
121,Ctrl,female,50,7,3,0.206,H2O,48_hrs,38,122,Model,6
122,Alc,female,50,7,3,0.193,H2O,48_hrs,112,72,Model,6
123,Str,female,50,7,3,0.193,H2O,48_hrs,101,84,Model,6
124,Alc,male,50,7,3,0.158,H2O,48_hrs,121,124,Model,6
125,Alc,male,50,7,3,0.216,H2O,48_hrs,51,118,Model,6
126,Ctrl,male,50,7,3,0.211,H2O,48_hrs,33,120,Model,6
127,Ctrl,male,50,7,3,0.22,H2O,48_hrs,78,120,Model,6
128,Str,male,50,7,3,0.164,H2O,48_hrs,114,63,Model,6
129,Ctrl,male,50,7,3,0.224,H2O,48_hrs,96,79,Model,6
130,Alc,male,50,7,3,0.209,H2O,48_hrs,32,106,Model,6
131,Ctrl,male,50,7,3,0.238,H2O,48_hrs,116,78,Model,6
132,Alc,male,50,7,3,0.168,H2O,48_hrs,63,124,Model,6
133,Alc,male,50,7,3,0.2,H2O,48_hrs,86,85,Model,6
134,Str,male,50,7,3,0.211,H2O,48_hrs,120,65,Model,6
135,Alc,male,50,7,3,0.256,H2O,48_hrs,76,88,Model,6
112,Ctrl,female,52,7,4,0.128,EtOH,start,121,122,Model,6
113,Alc,female,52,7,4,0.211,EtOH,start,121,121,Model,6
115,Alc,female,52,7,4,0.191,EtOH,start,118,123,Model,6
116,Ctrl,female,52,7,4,0.198,EtOH,start,125,121,Model,6
118,Alc,female,52,7,4,0.204,EtOH,start,120,126,Model,6
119,Str,female,52,7,4,0.193,EtOH,start,125,122,Model,6
120,Alc,female,52,7,4,0.197,EtOH,start,119,122,Model,6
121,Ctrl,female,52,7,4,0.213,EtOH,start,125,127,Model,6
122,Alc,female,52,7,4,0.193,EtOH,start,118,121,Model,6
123,Str,female,52,7,4,0.195,EtOH,start,124,125,Model,6
124,Alc,male,52,7,4,0.255,EtOH,start,120,117,Model,6
125,Alc,male,52,7,4,0.234,EtOH,start,120,125,Model,6
126,Ctrl,male,52,7,4,0.246,EtOH,start,123,122,Model,6
127,Ctrl,male,52,7,4,0.181,EtOH,start,125,122,Model,6
128,Str,male,52,7,4,0.242,EtOH,start,123,125,Model,6
129,Ctrl,male,52,7,4,0.231,EtOH,start,124,120,Model,6
130,Alc,male,52,7,4,0.256,EtOH,start,119,123,Model,6
131,Ctrl,male,52,7,4,0.186,EtOH,start,125,125,Model,6
132,Alc,male,52,7,4,0.222,EtOH,start,117,121,Model,6
133,Alc,male,52,7,4,0.256,EtOH,start,118,123,Model,6
134,Str,male,52,7,4,0.241,EtOH,start,126,123,Model,6
135,Alc,male,52,7,4,0.273,EtOH,start,119,124,Model,6
112,Ctrl,female,52,7,4,0.128,EtOH,30_mins,122,116,Model,6
113,Alc,female,52,7,4,0.211,EtOH,30_mins,120,120,Model,6
115,Alc,female,52,7,4,0.191,EtOH,30_mins,118,122,Model,6
116,Ctrl,female,52,7,4,0.198,EtOH,30_mins,123,119,Model,6
118,Alc,female,52,7,4,0.204,EtOH,30_mins,117,126,Model,6
119,Str,female,52,7,4,0.193,EtOH,30_mins,122,121,Model,6
120,Alc,female,52,7,4,0.197,EtOH,30_mins,118,121,Model,6
121,Ctrl,female,52,7,4,0.213,EtOH,30_mins,125,125,Model,6
122,Alc,female,52,7,4,0.193,EtOH,30_mins,118,118,Model,6
123,Str,female,52,7,4,0.195,EtOH,30_mins,125,124,Model,6
124,Alc,male,52,7,4,0.255,EtOH,30_mins,117,116,Model,6
125,Alc,male,52,7,4,0.234,EtOH,30_mins,119,123,Model,6
126,Ctrl,male,52,7,4,0.246,EtOH,30_mins,124,118,Model,6
127,Ctrl,male,52,7,4,0.181,EtOH,30_mins,124,121,Model,6
128,Str,male,52,7,4,0.242,EtOH,30_mins,121,121,Model,6
129,Ctrl,male,52,7,4,0.231,EtOH,30_mins,122,116,Model,6
130,Alc,male,52,7,4,0.256,EtOH,30_mins,118,122,Model,6
131,Ctrl,male,52,7,4,0.186,EtOH,30_mins,124,124,Model,6
132,Alc,male,52,7,4,0.222,EtOH,30_mins,116,115,Model,6
133,Alc,male,52,7,4,0.256,EtOH,30_mins,117,123,Model,6
134,Str,male,52,7,4,0.241,EtOH,30_mins,118,123,Model,6
135,Alc,male,52,7,4,0.273,EtOH,30_mins,117,124,Model,6
112,Ctrl,female,52,8,4,0.128,EtOH,24_hrs,121,116,Model,6
113,Alc,female,52,8,4,0.211,EtOH,24_hrs,115,100,Model,6
115,Alc,female,52,8,4,0.191,EtOH,24_hrs,117,88,Model,6
116,Ctrl,female,52,8,4,0.198,EtOH,24_hrs,88,101,Model,6
118,Alc,female,52,8,4,0.204,EtOH,24_hrs,106,113,Model,6
119,Str,female,52,8,4,0.193,EtOH,24_hrs,92,121,Model,6
120,Alc,female,52,8,4,0.197,EtOH,24_hrs,111,105,Model,6
121,Ctrl,female,52,8,4,0.213,EtOH,24_hrs,125,83,Model,6
122,Alc,female,52,8,4,0.193,EtOH,24_hrs,103,112,Model,6
