Date,RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch
15/11/2022,153,Alc+Str,male,47,2,1,0.210,H2O,start,125,123,Model,7
15/11/2022,154,Str,male,47,2,1,0.205,H2O,start,123,121,Model,7
15/11/2022,155,Alc+Str,male,47,2,1,0.148,H2O,start,125,122,Model,7
15/11/2022,137,Str,female,47,3,1,0.141,H2O,24_hrs,95,120,Model,7
15/11/2022,139,Alc+Str,female,47,3,1,0.102,H2O,24_hrs,120,85,Model,7
15/11/2022,141,Alc+Str,female,47,3,1,0.140,H2O,24_hrs,124,119,Model,7
15/11/2022,144,Str,female,47,3,1,0.154,H2O,24_hrs,93,121,Model,7
15/11/2022,145,Str,female,47,3,1,0.136,H2O,24_hrs,102,99,Model,7
15/11/2022,147,Ctrl,male,47,3,1,0.144,H2O,24_hrs,106,119,Model,7
15/11/2022,148,Str,male,47,3,1,0.189,H2O,24_hrs,121,86,Model,7
15/11/2022,151,Str,male,47,3,1,0.157,H2O,24_hrs,93,118,Model,7
15/11/2022,152,Alc+Str,male,47,3,1,0.172,H2O,24_hrs,118,94,Model,7
15/11/2022,153,Alc+Str,male,47,3,1,0.210,H2O,24_hrs,98,112,Model,7
15/11/2022,154,Str,male,47,3,1,0.205,H2O,24_hrs,86,118,Model,7
15/11/2022,155,Alc+Str,male,47,3,1,0.148,H2O,24_hrs,84,122,Model,7
16/11/2022,137,Str,female,48,3,2,0.142,EtOH,start,123,123,Model,7
16/11/2022,139,Alc+Str,female,48,3,2,0.127,EtOH,start,120,123,Model,7
16/11/2022,141,Alc+Str,female,48,3,2,0.134,EtOH,start,120,124,Model,7
16/11/2022,144,Str,female,48,3,2,0.151,EtOH,start,122,122,Model,7
16/11/2022,145,Str,female,48,3,2,0.141,EtOH,start,124,123,Model,7
16/11/2022,147,Ctrl,male,48,3,2,0.145,EtOH,start,122,123,Model,7
16/11/2022,148,Str,male,48,3,2,0.196,EtOH,start,121,123,Model,7
16/11/2022,151,Str,male,48,3,2,0.156,EtOH,start,121,123,Model,7
16/11/2022,152,Alc+Str,male,48,3,2,0.181,EtOH,start,121,122,Model,7
16/11/2022,153,Alc+Str,male,48,3,2,0.216,EtOH,start,120,122,Model,7
16/11/2022,154,Str,male,48,3,2,0.211,EtOH,start,122,120,Model,7
16/11/2022,155,Alc+Str,male,48,3,2,0.172,EtOH,start,121,123,Model,7
16/11/2022,137,Str,female,48,3,2,0.142,EtOH,30_mins,122,121,Model,7
16/11/2022,139,Alc+Str,female,48,3,2,0.127,EtOH,30_mins,109,121,Model,7
16/11/2022,141,Alc+Str,female,48,3,2,0.134,EtOH,30_mins,117,122,Model,7
16/11/2022,144,Str,female,48,3,2,0.151,EtOH,30_mins,121,122,Model,7
16/11/2022,145,Str,female,48,3,2,0.141,EtOH,30_mins,123,121,Model,7
16/11/2022,147,Ctrl,male,48,3,2,0.145,EtOH,30_mins,122,122,Model,7
16/11/2022,148,Str,male,48,3,2,0.196,EtOH,30_mins,118,122,Model,7
16/11/2022,151,Str,male,48,3,2,0.156,EtOH,30_mins,121,122,Model,7
16/11/2022,152,Alc+Str,male,48,3,2,0.181,EtOH,30_mins,119,116,Model,7
16/11/2022,153,Alc+Str,male,48,3,2,0.216,EtOH,30_mins,121,102,Model,7
16/11/2022,154,Str,male,48,3,2,0.211,EtOH,30_mins,121,116,Model,7
16/11/2022,155,Alc+Str,male,48,3,2,0.172,EtOH,30_mins,121,120,Model,7
16/11/2022,137,Str,female,48,4,2,0.142,EtOH,24_hrs,104,119,Model,7
16/11/2022,139,Alc+Str,female,48,4,2,0.127,EtOH,24_hrs,78,120,Model,7
16/11/2022,141,Alc+Str,female,48,4,2,0.134,EtOH,24_hrs,105,122,Model,7
16/11/2022,144,Str,female,48,4,2,0.151,EtOH,24_hrs,121,117,Model,7
16/11/2022,145,Str,female,48,4,2,0.141,EtOH,24_hrs,123,120,Model,7
16/11/2022,147,Ctrl,male,48,4,2,0.145,EtOH,24_hrs,101,120,Model,7
16/11/2022,148,Str,male,48,4,2,0.196,EtOH,24_hrs,86,120,Model,7
16/11/2022,151,Str,male,48,4,2,0.156,EtOH,24_hrs,120,86,Model,7
16/11/2022,152,Alc+Str,male,48,4,2,0.181,EtOH,24_hrs,117,87,Model,7
16/11/2022,153,Alc+Str,male,48,4,2,0.216,EtOH,24_hrs,102,115,Model,7
16/11/2022,154,Str,male,48,4,2,0.211,EtOH,24_hrs,91,108,Model,7
16/11/2022,155,Alc+Str,male,48,4,2,0.172,EtOH,24_hrs,117,100,Model,7
17/11/2022,137,Str,female,49,4,2,0.144,H2O,start,122,122,Model,7
17/11/2022,139,Alc+Str,female,49,4,2,0.119,H2O,start,123,125,Model,7
17/11/2022,141,Alc+Str,female,49,4,2,0.152,H2O,start,123,123,Model,7
17/11/2022,144,Str,female,49,4,2,0.148,H2O,start,123,125,Model,7
17/11/2022,145,Str,female,49,4,2,0.129,H2O,start,125,124,Model,7
17/11/2022,147,Ctrl,male,49,4,2,0.157,H2O,start,122,124,Model,7
17/11/2022,148,Str,male,49,4,2,0.199,H2O,start,124,122,Model,7
17/11/2022,151,Str,male,49,4,2,0.161,H2O,start,123,119,Model,7
17/11/2022,152,Alc+Str,male,49,4,2,0.189,H2O,start,123,124,Model,7
17/11/2022,153,Alc+Str,male,49,4,2,0.212,H2O,start,123,124,Model,7
17/11/2022,154,Str,male,49,4,2,0.222,H2O,start,123,123,Model,7
17/11/2022,155,Alc+Str,male,49,4,2,0.172,H2O,start,123,126,Model,7
17/11/2022,137,Str,female,49,5,2,0.144,H2O,24_hrs,120,97,Model,7
17/11/2022,139,Alc+Str,female,49,5,2,0.119,H2O,24_hrs,119,93,Model,7
17/11/2022,141,Alc+Str,female,49,5,2,0.152,H2O,24_hrs,88,122,Model,7
17/11/2022,144,Str,female,49,5,2,0.148,H2O,24_hrs,122,96,Model,7
17/11/2022,145,Str,female,49,5,2,0.129,H2O,24_hrs,96,108,Model,7
17/11/2022,147,Ctrl,male,49,5,2,0.157,H2O,24_hrs,122,89,Model,7
17/11/2022,148,Str,male,49,5,2,0.199,H2O,24_hrs,96,119,Model,7
17/11/2022,151,Str,male,49,5,2,0.161,H2O,24_hrs,123,118,Model,7
17/11/2022,152,Alc+Str,male,49,5,2,0.189,H2O,24_hrs,86,121,Model,7
17/11/2022,153,Alc+Str,male,49,5,2,0.212,H2O,24_hrs,122,81,Model,7
17/11/2022,154,Str,male,49,5,2,0.222,H2O,24_hrs,120,78,Model,7
17/11/2022,155,Alc+Str,male,49,5,2,0.172,H2O,24_hrs,122,124,Model,7
18/11/2022,137,Str,female,50,5,3,0.150,EtOH,start,125,125,Model,7
18/11/2022,139,Alc+Str,female,50,5,3,0.137,EtOH,start,120,125,Model,7
18/11/2022,141,Alc+Str,female,50,5,3,0.159,EtOH,start,120,123,Model,7
18/11/2022,144,Str,female,50,5,3,0.164,EtOH,start,125,122,Model,7
18/11/2022,145,Str,female,50,5,3,0.145,EtOH,start,125,124,Model,7
18/11/2022,147,Ctrl,male,50,5,3,0.166,EtOH,start,124,124,Model,7
18/11/2022,148,Str,male,50,5,3,0.216,EtOH,start,123,124,Model,7
18/11/2022,151,Str,male,50,5,3,0.147,EtOH,start,124,122,Model,7
18/11/2022,152,Alc+Str,male,50,5,3,0.195,EtOH,start,121,124,Model,7
18/11/2022,153,Alc+Str,male,50,5,3,0.223,EtOH,start,121,123,Model,7
18/11/2022,154,Str,male,50,5,3,0.235,EtOH,start,124,123,Model,7
18/11/2022,155,Alc+Str,male,50,5,3,0.159,EtOH,start,123,125,Model,7
18/11/2022,137,Str,female,50,5,3,0.150,EtOH,30_mins,124,125,Model,7
18/11/2022,139,Alc+Str,female,50,5,3,0.137,EtOH,30_mins,120,125,Model,7
18/11/2022,141,Alc+Str,female,50,5,3,0.159,EtOH,30_mins,118,123,Model,7
18/11/2022,144,Str,female,50,5,3,0.164,EtOH,30_mins,124,118,Model,7
18/11/2022,145,Str,female,50,5,3,0.145,EtOH,30_mins,124,122,Model,7
18/11/2022,147,Ctrl,male,50,5,3,0.166,EtOH,30_mins,123,120,Model,7
18/11/2022,148,Str,male,50,5,3,0.216,EtOH,30_mins,119,122,Model,7
18/11/2022,151,Str,male,50,5,3,0.147,EtOH,30_mins,123,118,Model,7
18/11/2022,152,Alc+Str,male,50,5,3,0.195,EtOH,30_mins,119,120,Model,7
18/11/2022,153,Alc+Str,male,50,5,3,0.223,EtOH,30_mins,117,122,Model,7
18/11/2022,154,Str,male,50,5,3,0.235,EtOH,30_mins,116,122,Model,7
18/11/2022,155,Alc+Str,male,50,5,3,0.159,EtOH,30_mins,120,124,Model,7
18/11/2022,137,Str,female,50,6,3,0.150,EtOH,24_hrs,99,121,Model,7
18/11/2022,139,Alc+Str,female,50,6,3,0.137,EtOH,24_hrs,117,111,Model,7
18/11/2022,141,Alc+Str,female,50,6,3,0.159,EtOH,24_hrs,115,122,Model,7
18/11/2022,144,Str,female,50,6,3,0.164,EtOH,24_hrs,118,101,Model,7
18/11/2022,145,Str,female,50,6,3,0.145,EtOH,24_hrs,117,94,Model,7
18/11/2022,147,Ctrl,male,50,6,3,0.166,EtOH,24_hrs,122,86,Model,7
18/11/2022,148,Str,male,50,6,3,0.216,EtOH,24_hrs,97,112,Model,7
18/11/2022,151,Str,male,50,6,3,0.147,EtOH,24_hrs,120,88,Model,7
18/11/2022,152,Alc+Str,male,50,6,3,0.195,EtOH,24_hrs,110,89,Model,7
18/11/2022,153,Alc+Str,male,50,6,3,0.223,EtOH,24_hrs,114,90,Model,7
18/11/2022,154,Str,male,50,6,3,0.235,EtOH,24_hrs,74,120,Model,7
18/11/2022,155,Alc+Str,male,50,6,3,0.159,EtOH,24_hrs,118,85,Model,7
19/11/2022,137,Str,female,51,6,3,0.150,H2O,start,127,123,Model,7
19/11/2022,139,Alc+Str,female,51,6,3,0.138,H2O,start,125,126,Model,7
19/11/2022,141,Alc+Str,female,51,6,3,0.148,H2O,start,125,126,Model,7
19/11/2022,144,Str,female,51,6,3,0.158,H2O,start,125,124,Model,7
19/11/2022,145,Str,female,51,6,3,0.148,H2O,start,126,126,Model,7
19/11/2022,147,Ctrl,male,51,6,3,0.171,H2O,start,125,126,Model,7
19/11/2022,148,Str,male,51,6,3,0.220,H2O,start,126,125,Model,7
19/11/2022,151,Str,male,51,6,3,0.169,H2O,start,125,125,Model,7
19/11/2022,152,Alc+Str,male,51,6,3,0.239,H2O,start,124,125,Model,7
19/11/2022,153,Alc+Str,male,51,6,3,0.230,H2O,start,125,125,Model,7
19/11/2022,154,Str,male,51,6,3,0.241,H2O,start,126,125,Model,7
19/11/2022,155,Alc+Str,male,51,6,3,0.184,H2O,start,125,126,Model,7
19/11/2022,137,Str,female,51,7,3,0.150,H2O,24_hrs,29,116,Model,7
19/11/2022,139,Alc+Str,female,51,7,3,0.138,H2O,24_hrs,98,100,Model,7
19/11/2022,141,Alc+Str,female,51,7,3,0.148,H2O,24_hrs,68,103,Model,7
19/11/2022,144,Str,female,51,7,3,0.158,H2O,24_hrs,66,123,Model,7
19/11/2022,145,Str,female,51,7,3,0.148,H2O,24_hrs,82,107,Model,7
19/11/2022,147,Ctrl,male,51,7,3,0.171,H2O,24_hrs,98,92,Model,7
19/11/2022,148,Str,male,51,7,3,0.220,H2O,24_hrs,79,96,Model,7
19/11/2022,151,Str,male,51,7,3,0.169,H2O,24_hrs,92,79,Model,7
19/11/2022,152,Alc+Str,male,51,7,3,0.239,H2O,24_hrs,117,69,Model,7
19/11/2022,153,Alc+Str,male,51,7,3,0.230,H2O,24_hrs,66,90,Model,7
19/11/2022,154,Str,male,51,7,3,0.241,H2O,24_hrs,116,41,Model,7
19/11/2022,155,Alc+Str,male,51,7,3,0.184,H2O,24_hrs,122,31,Model,7
21/11/2022,137,Str,female,53,7,4,0.160,EtOH,start,125,124,Model,7
21/11/2022,139,Alc+Str,female,53,7,4,0.142,EtOH,start,116,125,Model,7
21/11/2022,141,Alc+Str,female,53,7,4,0.151,EtOH,start,121,124,Model,7
21/11/2022,144,Str,female,53,7,4,0.177,EtOH,start,124,123,Model,7
21/11/2022,145,Str,female,53,7,4,0.156,EtOH,start,125,125,Model,7
21/11/2022,147,Ctrl,male,53,7,4,0.189,EtOH,start,123,123,Model,7
21/11/2022,148,Str,male,53,7,4,0.240,EtOH,start,125,124,Model,7
21/11/2022,151,Str,male,53,7,4,0.188,EtOH,start,125,124,Model,7
21/11/2022,152,Alc+Str,male,53,7,4,0.218,EtOH,start,97,123,Model,7
21/11/2022,153,Alc+Str,male,53,7,4,0.242,EtOH,start,120,122,Model,7
21/11/2022,154,Str,male,53,7,4,0.253,EtOH,start,124,125,Model,7
21/11/2022,155,Alc+Str,male,53,7,4,0.198,EtOH,start,123,123,Model,7
21/11/2022,137,Str,female,53,7,4,0.160,EtOH,30_mins,122,123,Model,7
21/11/2022,139,Alc+Str,female,53,7,4,0.142,EtOH,30_mins,116,124,Model,7
21/11/2022,141,Alc+Str,female,53,7,4,0.151,EtOH,30_mins,121,123,Model,7
21/11/2022,144,Str,female,53,7,4,0.177,EtOH,30_mins,122,122,Model,7
21/11/2022,145,Str,female,53,7,4,0.156,EtOH,30_mins,121,102,Model,7
21/11/2022,147,Ctrl,male,53,7,4,0.189,EtOH,30_mins,120,123,Model,7
21/11/2022,148,Str,male,53,7,4,0.240,EtOH,30_mins,122,124,Model,7
21/11/2022,151,Str,male,53,7,4,0.188,EtOH,30_mins,124,123,Model,7
21/11/2022,152,Alc+Str,male,53,7,4,0.218,EtOH,30_mins,98,122,Model,7
21/11/2022,153,Alc+Str,male,53,7,4,0.242,EtOH,30_mins,120,123,Model,7
21/11/2022,154,Str,male,53,7,4,0.253,EtOH,30_mins,122,122,Model,7
21/11/2022,155,Alc+Str,male,53,7,4,0.198,EtOH,30_mins,122,123,Model,7
21/11/2022,137,Str,female,53,8,4,0.160,EtOH,24_hrs,99,118,Model,7
21/11/2022,139,Alc+Str,female,53,8,4,0.142,EtOH,24_hrs,103,109,Model,7
21/11/2022,141,Alc+Str,female,53,8,4,0.151,EtOH,24_hrs,117,122,Model,7
21/11/2022,144,Str,female,53,8,4,0.177,EtOH,24_hrs,121,108,Model,7
21/11/2022,145,Str,female,53,8,4,0.156,EtOH,24_hrs,102,123,Model,7
21/11/2022,147,Ctrl,male,53,8,4,0.189,EtOH,24_hrs,111,103,Model,7
21/11/2022,148,Str,male,53,8,4,0.240,EtOH,24_hrs,121,93,Model,7
21/11/2022,151,Str,male,53,8,4,0.188,EtOH,24_hrs,93,123,Model,7
21/11/2022,152,Alc+Str,male,53,8,4,0.218,EtOH,24_hrs,94,92,Model,7
21/11/2022,153,Alc+Str,male,53,8,4,0.242,EtOH,24_hrs,121,89,Model,7
21/11/2022,154,Str,male,53,8,4,0.253,EtOH,24_hrs,107,103,Model,7
21/11/2022,155,Alc+Str,male,53,8,4,0.198,EtOH,24_hrs,122,123,Model,7
22/11/2022,137,Str,female,54,8,4,0.173,H2O,start,125,126,Model,7
22/11/2022,139,Alc+Str,female,54,8,4,0.162,H2O,start,125,125,Model,7
22/11/2022,141,Alc+Str,female,54,8,4,0.171,H2O,start,125,126,Model,7
22/11/2022,144,Str,female,54,8,4,0.178,H2O,start,126,125,Model,7
22/11/2022,145,Str,female,54,8,4,0.151,H2O,start,126,125,Model,7
22/11/2022,147,Ctrl,male,54,8,4,0.198,H2O,start,125,127,Model,7
22/11/2022,148,Str,male,54,8,4,0.249,H2O,start,125,125,Model,7
22/11/2022,151,Str,male,54,8,4,0.193,H2O,start,126,125,Model,7
22/11/2022,152,Alc+Str,male,54,8,4,0.217,H2O,start,126,126,Model,7
22/11/2022,153,Alc+Str,male,54,8,4,0.247,H2O,start,127,127,Model,7
22/11/2022,154,Str,male,54,8,4,0.255,H2O,start,126,125,Model,7
22/11/2022,155,Alc+Str,male,54,8,4,0.189,H2O,start,126,128,Model,7
22/11/2022,137,Str,female,54,9,4,0.173,H2O,24_hrs,120,99,Model,7
22/11/2022,139,Alc+Str,female,54,9,4,0.162,H2O,24_hrs,111,104,Model,7
22/11/2022,141,Alc+Str,female,54,9,4,0.171,H2O,24_hrs,123,88,Model,7
22/11/2022,144,Str,female,54,9,4,0.178,H2O,24_hrs,97,124,Model,7
22/11/2022,145,Str,female,54,9,4,0.151,H2O,24_hrs,115,107,Model,7
22/11/2022,147,Ctrl,male,54,9,4,0.198,H2O,24_hrs,123,84,Model,7
22/11/2022,148,Str,male,54,9,4,0.249,H2O,24_hrs,123,81,Model,7
22/11/2022,151,Str,male,54,9,4,0.193,H2O,24_hrs,123,120,Model,7
22/11/2022,152,Alc+Str,male,54,9,4,0.217,H2O,24_hrs,84,124,Model,7
22/11/2022,153,Alc+Str,male,54,9,4,0.247,H2O,24_hrs,78,124,Model,7
22/11/2022,154,Str,male,54,9,4,0.255,H2O,24_hrs,87,44,Model,7
22/11/2022,155,Alc+Str,male,54,9,4,0.189,H2O,24_hrs,120,90,Model,7
23/11/2022,137,Str,female,55,9,5,0.121,EtOH,start,121,129,Model,7
23/11/2022,139,Alc+Str,female,55,9,5,0.173,EtOH,start,118,125,Model,7
23/11/2022,141,Alc+Str,female,55,9,5,0.180,EtOH,start,118,129,Model,7
23/11/2022,144,Str,female,55,9,5,0.187,EtOH,start,129,130,Model,7
23/11/2022,145,Str,female,55,9,5,0.167,EtOH,start,123,124,Model,7
23/11/2022,147,Ctrl,male,55,9,5,0.205,EtOH,start,128,125,Model,7
23/11/2022,148,Str,male,55,9,5,0.260,EtOH,start,123,124,Model,7
23/11/2022,151,Str,male,55,9,5,0.197,EtOH,start,130,123,Model,7
23/11/2022,152,Alc+Str,male,55,9,5,0.232,EtOH,start,119,128,Model,7
23/11/2022,153,Alc+Str,male,55,9,5,0.263,EtOH,start,120,123,Model,7
23/11/2022,154,Str,male,55,9,5,0.270,EtOH,start,122,130,Model,7
23/11/2022,155,Alc+Str,male,55,9,5,0.205,EtOH,start,120,122,Model,7
23/11/2022,137,Str,female,55,9,5,0.121,EtOH,30_mins,121,127,Model,7
23/11/2022,139,Alc+Str,female,55,9,5,0.173,EtOH,30_mins,106,124,Model,7
23/11/2022,141,Alc+Str,female,55,9,5,0.180,EtOH,30_mins,118,128,Model,7
23/11/2022,144,Str,female,55,9,5,0.187,EtOH,30_mins,129,128,Model,7
23/11/2022,145,Str,female,55,9,5,0.167,EtOH,30_mins,123,122,Model,7
23/11/2022,147,Ctrl,male,55,9,5,0.205,EtOH,30_mins,128,124,Model,7
23/11/2022,148,Str,male,55,9,5,0.260,EtOH,30_mins,120,122,Model,7
23/11/2022,151,Str,male,55,9,5,0.197,EtOH,30_mins,116,122,Model,7
23/11/2022,152,Alc+Str,male,55,9,5,0.232,EtOH,30_mins,119,124,Model,7
23/11/2022,153,Alc+Str,male,55,9,5,0.263,EtOH,30_mins,119,122,Model,7
23/11/2022,154,Str,male,55,9,5,0.270,EtOH,30_mins,110,129,Model,7
23/11/2022,155,Alc+Str,male,55,9,5,0.205,EtOH,30_mins,119,122,Model,7
23/11/2022,137,Str,female,55,10,5,0.121,EtOH,24_hrs,113,110,Model,7
23/11/2022,139,Alc+Str,female,55,10,5,0.173,EtOH,24_hrs,NA,105,Model,7
23/11/2022,141,Alc+Str,female,55,10,5,0.180,EtOH,24_hrs,116,111,Model,7
23/11/2022,144,Str,female,55,10,5,0.187,EtOH,24_hrs,110,127,Model,7
23/11/2022,145,Str,female,55,10,5,0.167,EtOH,24_hrs,102,122,Model,7
23/11/2022,147,Ctrl,male,55,10,5,0.205,EtOH,24_hrs,115,98,Model,7
23/11/2022,148,Str,male,55,10,5,0.260,EtOH,24_hrs,89,120,Model,7
23/11/2022,151,Str,male,55,10,5,0.197,EtOH,24_hrs,80,120,Model,7
23/11/2022,152,Alc+Str,male,55,10,5,0.232,EtOH,24_hrs,116,91,Model,7
23/11/2022,153,Alc+Str,male,55,10,5,0.263,EtOH,24_hrs,116,88,Model,7
23/11/2022,154,Str,male,55,10,5,0.270,EtOH,24_hrs,75,125,Model,7
23/11/2022,155,Alc+Str,male,55,10,5,0.205,EtOH,24_hrs,114,86,Model,7
24/11/2022,137,Str,female,56,10,5,0.190,H2O,start,123,123,Model,7
24/11/2022,139,Alc+Str,female,56,10,5,0.169,H2O,start,121,121,Model,7
24/11/2022,141,Alc+Str,female,56,10,5,0.174,H2O,start,123,123,Model,7
24/11/2022,144,Str,female,56,10,5,0.182,H2O,start,120,120,Model,7
24/11/2022,145,Str,female,56,10,5,0.162,H2O,start,122,123,Model,7
24/11/2022,147,Ctrl,male,56,10,5,0.210,H2O,start,122,122,Model,7
24/11/2022,148,Str,male,56,10,5,0.263,H2O,start,119,122,Model,7
24/11/2022,151,Str,male,56,10,5,0.233,H2O,start,120,122,Model,7
24/11/2022,152,Alc+Str,male,56,10,5,0.241,H2O,start,123,127,Model,7
24/11/2022,153,Alc+Str,male,56,10,5,0.268,H2O,start,121,124,Model,7
24/11/2022,154,Str,male,56,10,5,0.278,H2O,start,122,123,Model,7
24/11/2022,155,Alc+Str,male,56,10,5,0.220,H2O,start,124,121,Model,7
24/11/2022,137,Str,female,56,11,5,0.190,H2O,24_hrs,118,102,Model,7
24/11/2022,139,Alc+Str,female,56,11,5,0.169,H2O,24_hrs,120,101,Model,7
24/11/2022,141,Alc+Str,female,56,11,5,0.174,H2O,24_hrs,121,119,Model,7
24/11/2022,144,Str,female,56,11,5,0.182,H2O,24_hrs,97,118,Model,7
24/11/2022,145,Str,female,56,11,5,0.162,H2O,24_hrs,108,111,Model,7
24/11/2022,147,Ctrl,male,56,11,5,0.210,H2O,24_hrs,120,88,Model,7
24/11/2022,148,Str,male,56,11,5,0.263,H2O,24_hrs,107,91,Model,7
24/11/2022,151,Str,male,56,11,5,0.233,H2O,24_hrs,103,98,Model,7
24/11/2022,152,Alc+Str,male,56,11,5,0.241,H2O,24_hrs,81,121,Model,7
24/11/2022,153,Alc+Str,male,56,11,5,0.268,H2O,24_hrs,120,70,Model,7
24/11/2022,154,Str,male,56,11,5,0.278,H2O,24_hrs,73,121,Model,7
24/11/2022,155,Alc+Str,male,56,11,5,0.220,H2O,24_hrs,87,119,Model,7
25/11/2022,137,Str,female,57,11,6,0.180,EtOH,start,122,124,Model,7
25/11/2022,139,Alc+Str,female,57,11,6,0.181,EtOH,start,119,126,Model,7
25/11/2022,141,Alc+Str,female,57,11,6,0.176,EtOH,start,122,124,Model,7
25/11/2022,144,Str,female,57,11,6,0.190,EtOH,start,122,121,Model,7
25/11/2022,145,Str,female,57,11,6,0.170,EtOH,start,123,125,Model,7
25/11/2022,147,Ctrl,male,57,11,6,0.217,EtOH,start,123,125,Model,7
25/11/2022,148,Str,male,57,11,6,0.271,EtOH,start,124,124,Model,7
25/11/2022,151,Str,male,57,11,6,0.217,EtOH,start,121,122,Model,7
25/11/2022,152,Alc+Str,male,57,11,6,0.236,EtOH,start,114,124,Model,7
25/11/2022,153,Alc+Str,male,57,11,6,0.276,EtOH,start,118,123,Model,7
25/11/2022,154,Str,male,57,11,6,0.283,EtOH,start,121,125,Model,7
25/11/2022,155,Alc+Str,male,57,11,6,0.224,EtOH,start,117,123,Model,7
25/11/2022,137,Str,female,57,11,6,0.180,EtOH,30_mins,122,125,Model,7
25/11/2022,139,Alc+Str,female,57,11,6,0.181,EtOH,30_mins,113,125,Model,7
25/11/2022,141,Alc+Str,female,57,11,6,0.176,EtOH,30_mins,121,124,Model,7
25/11/2022,144,Str,female,57,11,6,0.190,EtOH,30_mins,121,118,Model,7
25/11/2022,145,Str,female,57,11,6,0.170,EtOH,30_mins,122,121,Model,7
25/11/2022,147,Ctrl,male,57,11,6,0.217,EtOH,30_mins,122,123,Model,7
