3.550730084654180607e-01,6.573862124122344941e-01
-1.298118957808531426e-01,5.357688880181815660e-01
-7.354271992139903291e-02,3.670348170585481240e-01
-2.765420259909915912e-01,1.611162784594071529e-01
-3.299759099718961308e-01,1.394939126511213490e-01
-4.182011671088322474e-02,4.626075825191176549e-01
-1.707145338313689753e-01,3.048776595449009252e-01
-3.447568227498563065e-01,1.097214845217671930e-01
-1.929383236442149818e-01,3.038738946796943341e-01
-4.230273306374588982e-01,9.806991569577648213e-03
-2.803091107579650521e-01,1.636698029902840523e-01
-1.832926896868707634e-01,2.697280563930195552e-01
-3.207767245131692979e-01,1.688418889709738246e-01
-2.187004876554341226e-01,2.747845382518036006e-01
-3.042682804064564261e-01,3.145823985723910643e-01
-2.200591924145878509e-01,3.197032738274610542e-01
-3.185346282397077400e-01,2.205866746371987208e-01
-2.711071384165001374e-01,2.317084711851805368e-01
-2.313703680705151700e-01,2.645580936684105433e-01
-2.708030420345594602e-01,3.457957688788581563e-01
