3.694486255836025301e-01,6.745402512269063067e-01
-1.652040538051066099e-01,5.158732245133690331e-01
-1.379558212640051018e-01,3.152144423629552605e-01
-1.849998481985603571e-01,2.538696041421761307e-01
-2.822728228475430701e-01,1.564125155715525572e-01
-2.942710315166213383e-02,4.778038366147055460e-01
-1.784303844709925480e-01,2.920454953058035374e-01
-3.479514663478305292e-01,1.190189611417648147e-01
-1.517314645770311554e-01,3.293498879953969394e-01
-3.724591680510805358e-01,9.152477722847161823e-02
-1.902398238783774287e-01,2.413408913665294475e-01
-1.779448111703196278e-01,3.070637216991261575e-01
-2.439185580478442361e-01,2.365882380672594543e-01
-3.278799580107745748e-01,1.280951886260058292e-01
-4.372209581924188515e-01,2.594987671333074397e-01
-2.986261746685557883e-01,2.555496054268595607e-01
-2.277075419681487689e-01,2.951803375363939996e-01
-2.854455775495562952e-01,2.649225228893075657e-01
-2.265987943678100525e-01,2.384978466646659745e-01
-2.626368699370503768e-01,3.542359877574138838e-01
