-1.452523844377603679e-01,3.013820098098478062e-01
-3.114357905856742215e-01,2.866486728566534914e-02
-7.910001066041596474e-01,-4.987281051537908461e-01
-2.098212791154430157e-01,1.034966589620859162e-01
-2.088516124945730135e-01,1.262343368125417031e-01
-6.957972069911283475e-02,3.049325719326486661e-01
-1.659743635277111107e-01,1.836259844545395092e-01
-2.741336642331022588e-01,1.278026274412628893e-01
-1.367948831808052657e-01,2.449006257440888568e-01
-2.323510165413549822e-01,1.840080806182119721e-01
-2.912242801600342657e-01,3.712888120289983829e-01
-1.217014500871524546e-01,2.002365878797330023e-01
-1.408605371227072134e-01,1.858875095330095872e-01
-2.985854641632017525e-01,3.479601420643911314e-01
-2.461249229935059402e-01,1.950458465624356486e-01
-2.106698395749560526e-01,2.333117046755319446e-01
-2.311617661210971786e-01,2.770847312474754576e-01
-2.552330514180957688e-01,1.496376230401991747e-01
-1.342548981554604892e-01,2.111760899752286313e-01
-1.770400694034718614e-01,2.317024311630272726e-01
