-5.367818111576532214e-01,-1.695021401476712042e-01
3.004397242580632010e-01,6.463441385141803774e-01
-1.765468938816839770e-04,4.454412412734225502e-01
-2.503533623182477297e-01,2.123479543804136227e-01
-8.874379482645741724e-02,3.556525747003126403e-01
-4.997539929794336117e-02,4.550969909835181348e-01
-1.584354082597795310e-01,2.899637264514187129e-01
-2.516049748752482995e-01,2.233912522333869055e-01
-2.373204102605293575e-01,2.396950283160083628e-01
-1.436110571267626146e-01,3.462468974018247936e-01
-3.038728273419958881e-01,1.501857540063435692e-01
-2.315434310731330769e-01,2.360601072563612568e-01
-9.979335050676506336e-02,3.927306975182108251e-01
-1.297684172024564098e-01,2.944488974787929925e-01
-3.036931071106107605e-01,2.258777397681304699e-01
-1.678942160974335185e-01,3.068607970154194065e-01
-2.294915953270980913e-01,2.313864751731570524e-01
-2.831299832971157504e-01,3.225754147058594867e-01
-2.525476024940218056e-01,2.590793252476589759e-01
-2.286341610796448209e-01,2.170668600194206044e-01
